Datum;Uhrzeit;Deutschland/Luxemburg[Euro/MWh];Dänemark 1[Euro/MWh];Dänemark 2[Euro/MWh];Frankreich[Euro/MWh];Italien (Nord)[Euro/MWh];Niederlande[Euro/MWh];Polen[Euro/MWh];Schweden 4[Euro/MWh];Schweiz[Euro/MWh];Slowenien[Euro/MWh];Tschechien[Euro/MWh];Ungarn[Euro/MWh];Österreich[Euro/MWh];Deutschland/Österreich/Luxemburg[Euro/MWh]
13.06.2019;16:00;31,11;31,11;31,11;31,09;-;31,11;-;31,11;31,49;56,1;30,6;52,94;32;-
13.06.2019;17:00;33,68;33,68;33,68;33,68;-;33,68;-;33,68;34,48;39,2;39;52,3;33,68;-
13.06.2019;18:00;50,09;50,09;50,09;37,14;-;48,71;-;50,09;43,2;53,39;47,3;53,38;50,09;-
13.06.2019;19:00;64,24;64,24;64,24;43,79;-;62,06;-;62,7;43,41;64,24;56,4;56,4;64,24;-
13.06.2019;20:00;76,5;76,5;76,5;36,38;-;72,87;-;72,94;43,3;76,5;56,4;57,87;76,5;-
13.06.2019;21:00;62,61;62,61;62,61;37,96;-;60,28;-;61,1;43,08;62,61;52,5;55,31;62,61;-
13.06.2019;22:00;47,56;47,56;47,56;47,56;-;47,56;-;46,27;43,87;47,56;46,78;48,52;47,56;-
13.06.2019;23:00;41,03;41,03;41,03;41,03;-;41,03;-;30,61;38,97;41,03;39,41;40,59;41,03;-
14.06.2019;00:00;33,44;29,42;29,42;33,44;-;33,44;-;28,33;33,54;33,44;33,55;34,33;33,44;-
14.06.2019;01:00;29,78;28,82;28,82;29,78;-;29,78;-;25,99;31,62;29,78;31,55;31,55;29,78;-
14.06.2019;02:00;28,24;27,32;27,32;28,05;-;28,22;-;25,01;29,93;28,2;29,35;29,35;28,2;-
14.06.2019;03:00;28,37;27,08;27,08;23,65;-;27,98;-;22,66;29,57;27,7;28,56;28,56;27,7;-
14.06.2019;04:00;28,89;27,09;27,09;17,6;-;27,99;-;23,11;29,1;27,01;28,51;28,51;27,01;-
14.06.2019;05:00;29,88;28,61;28,61;25,66;-;29,55;-;28,61;30,54;29,1;30,84;30,84;29,1;-
14.06.2019;06:00;40,25;40,25;40,25;28,5;-;39,26;-;39,28;39,94;40,25;40,53;40,53;40,25;-
14.06.2019;07:00;52,94;52,94;52,94;35,44;-;51,87;-;52,94;42,98;52,94;50,17;50,17;52,94;-
14.06.2019;08:00;59,61;59,61;59,61;43,06;-;58,68;-;59,61;46,26;59,61;53,6;53,6;59,61;-
14.06.2019;09:00;49,04;49,04;49,04;49,04;-;49,04;-;49,04;45,55;49,04;48,52;48,52;49,04;-
14.06.2019;10:00;42,91;42,91;42,91;42,91;-;42,91;-;42,91;43,06;42,91;43,9;46,45;42,91;-
14.06.2019;11:00;41,01;41,01;41,01;41,01;-;41,01;-;40,02;41,91;49,1;43,32;48;41,01;-
14.06.2019;12:00;34,9;34,9;34,9;34,9;-;34,9;-;34,06;40,38;43,31;40,8;46,99;34,9;-
14.06.2019;13:00;33,02;33,02;33,02;33,02;-;33,02;-;32,41;38,04;43,31;39;46,24;33,02;-
14.06.2019;14:00;33,28;33,28;33,28;33,28;-;33,28;-;32,48;35,38;48;37,98;46,27;33,28;-
14.06.2019;15:00;34,06;34,06;34,06;34,06;-;34,06;-;33,24;35,75;49,1;37,4;44,1;34,06;-
14.06.2019;16:00;36,34;36,34;36,34;36,34;-;36,34;-;35,47;36,31;49,1;40,32;48,93;36,34;-
14.06.2019;17:00;49,02;49,02;49,02;31,63;-;47,79;-;44,86;41,09;49,1;45,7;53,17;49,02;-
14.06.2019;18:00;58,28;58,28;58,28;35,68;-;56,82;-;32,95;42,6;58,28;53,7;54,93;58,28;-
14.06.2019;19:00;64,69;64,69;64,69;40,13;-;62,76;-;32,82;42,61;61,87;57,15;58,02;61,87;-
14.06.2019;20:00;58,94;58,94;58,94;39,01;-;57,36;-;31,44;41,97;56,79;55,61;58,28;56,79;-
14.06.2019;21:00;50,45;50,45;50,45;31,72;-;49,07;-;30,94;41,73;50,45;48,7;56,74;50,45;-
14.06.2019;22:00;43,54;43,54;43,54;42,19;-;43,49;-;30,26;41,11;43,54;42,63;47,77;43,54;-
14.06.2019;23:00;37,94;37,94;37,94;37,94;-;37,94;-;27,82;34,08;37,94;35,53;37,23;37,94;-
15.06.2019;00:00;33,29;28,13;28,13;33,29;-;33,29;-;28,13;33,35;33,29;34,3;34,43;33,29;-
15.06.2019;01:00;31,47;29,14;29,14;31,47;-;31,47;-;27,37;30,36;31,47;30,1;30,1;31,47;-
15.06.2019;02:00;29,92;28,29;28,29;29,92;-;29,92;-;22,97;29,6;29,92;27,1;27,1;29,92;-
15.06.2019;03:00;27,94;27,36;27,36;27,35;-;28,26;-;20,01;27,47;27,82;25,49;25,49;27,82;-
15.06.2019;04:00;26,6;26,6;26,6;25,08;-;27,48;-;18,08;26,08;26,6;24,67;24,67;26,6;-
15.06.2019;05:00;25,66;25,14;25,14;25,11;-;25,98;-;19,91;24,93;25,66;23,17;23,17;25,66;-
15.06.2019;06:00;26,68;25,83;25,83;26,68;-;26,68;-;21,45;28,2;26,68;24,62;24,62;26,68;-
15.06.2019;07:00;29,99;27,91;27,91;29,99;-;29,99;-;24,59;31,12;29,99;29,12;30,05;29,99;-
15.06.2019;08:00;33;28,93;28,93;33;-;33;-;28,51;32,99;33;32,37;35,08;33;-
15.06.2019;09:00;32,27;29,56;29,56;33,94;-;40;-;29,56;32;32,9;32,61;40,23;32,9;-
15.06.2019;10:00;30,13;30,13;30,13;32,2;-;39,5;-;29,41;30,95;30,9;30,06;43,58;30,9;-
15.06.2019;11:00;27,47;27,47;27,47;31,23;-;47,8;-;27,47;29,53;35;28,37;41,64;28,83;-
15.06.2019;12:00;25,38;25,38;25,38;28,35;-;40,66;-;25,38;28,56;29,63;26,45;39,62;25,38;-
15.06.2019;13:00;24,93;24,93;24,93;24,93;-;26;-;24,93;24,27;24,99;24,25;37,61;24,93;-
15.06.2019;14:00;23,54;23,54;23,54;23,54;-;24,31;-;23,54;22,72;24,79;21,79;36,34;23,54;-
15.06.2019;15:00;23,64;23,64;23,64;23,64;-;24,42;-;23,64;22,74;26,2;23,47;38,51;23,64;-
15.06.2019;16:00;24,92;24,32;24,32;24,92;-;24,92;-;24,32;25,54;26,2;24,92;42,17;24,92;-
15.06.2019;17:00;28,97;28,27;28,27;22,74;-;32,37;-;28,27;29,45;28,97;28,9;42,08;28,97;-
15.06.2019;18:00;35,73;29,62;29,62;27,75;-;35,34;-;28,54;34,67;35,73;36,19;43,55;35,73;-
15.06.2019;19:00;40,2;29,72;29,72;25,38;-;40,1;-;27,31;38,32;40,2;39,4;41,71;40,2;-
15.06.2019;20:00;39,64;29,63;29,63;19,84;-;51,02;-;23,93;39,92;39,64;43;50,08;39,64;-
15.06.2019;21:00;39,05;29,4;29,4;19,31;-;50,19;-;22,61;40,18;40,8;42,09;52,94;39,05;-
15.06.2019;22:00;39,09;29,57;29,57;32,94;-;42,79;-;19,22;38,76;39,09;38,9;42,78;39,09;-
15.06.2019;23:00;34,31;29,23;29,23;34,31;-;34,31;-;15,44;33;34,31;34,5;35,22;34,31;-
16.06.2019;00:00;30,17;21,86;21,86;30,17;-;30,17;-;21,86;29,04;30,17;30,43;30,43;30,17;-
16.06.2019;01:00;27,52;27,52;27,52;25,85;-;28,43;-;20,75;25,66;27,52;26,61;26,61;27,52;-
16.06.2019;02:00;26,05;26,05;26,05;18;-;30,46;-;19,79;24,06;26,05;23,91;23,91;26,05;-
16.06.2019;03:00;25,39;25,39;25,39;20,85;-;27,85;-;17,5;22,76;25,39;22,9;22,9;25,39;-
16.06.2019;04:00;25,07;25,07;25,07;19,38;-;28,1;-;14,09;22,35;25,07;22,99;22,99;25,07;-
16.06.2019;05:00;23,88;23,88;23,88;16,55;-;27,79;-;17,97;22,72;22,43;21,8;21,8;22,43;-
16.06.2019;06:00;23,89;23,89;23,89;14,06;-;29,03;-;19,94;22,94;21,91;21,7;21,7;21,91;-
16.06.2019;07:00;26,93;26,93;26,93;14,72;-;33,41;-;25,31;25,56;26,93;23,95;23,95;26,93;-
16.06.2019;08:00;28,35;28,35;28,35;18,42;-;32,6;-;27,67;27,08;28,35;28,1;28,1;28,35;-
16.06.2019;09:00;28,04;28,04;28,04;22,15;-;31,55;-;28,04;26,09;28,04;28,65;28,65;28,04;-
16.06.2019;10:00;27,44;27,44;27,44;25,93;-;28,35;-;27,44;25,25;27,44;27,74;27,74;27,44;-
16.06.2019;11:00;27,98;27,98;27,98;27,98;-;27,98;-;27,98;24,48;27,98;29,1;29,1;27,98;-
16.06.2019;12:00;27,17;27,17;27,17;27,17;-;27,17;-;27,17;23,46;27,17;25,87;27,56;27,17;-
16.06.2019;13:00;23,92;23,92;23,92;23,92;-;23,92;-;23,92;19,66;23,92;23,4;23,4;23,92;-
16.06.2019;14:00;23,1;23,1;23,1;15,01;-;25,93;-;23,1;17,62;23,1;19,79;22,93;23,1;-
16.06.2019;15:00;24,65;24,65;24,65;16;-;27,51;-;24,65;17,55;24,65;19,6;23,1;24,65;-
16.06.2019;16:00;25,78;25,78;25,78;14,56;-;29,48;-;25,16;21,46;25,78;22,77;29,01;25,78;-
16.06.2019;17:00;30,71;30,71;30,71;20,89;-;34,2;-;25,91;29,63;30,71;28,8;33,07;30,71;-
16.06.2019;18:00;38,2;38,2;38,2;25,09;-;37,75;-;28,02;39,02;36,06;39,96;40,25;36,06;-
16.06.2019;19:00;44,84;44,84;44,84;29,58;-;44,44;-;28,7;41,04;42,36;45;45;42,36;-
16.06.2019;20:00;47,95;47,95;47,95;31,95;-;49,26;-;27,92;41,09;45,17;46;48,23;45,17;-
16.06.2019;21:00;51,6;51,6;51,6;30,32;-;52,15;-;27,38;40,95;47,97;46,1;48,01;47,97;-
16.06.2019;22:00;48,05;48,05;48,05;41,02;-;47,8;-;25,66;40,93;46,91;44,92;44,92;46,91;-
16.06.2019;23:00;40,91;40,91;40,91;40,91;-;40,91;-;19,97;37,69;40,91;38,1;38,1;40,91;-
17.06.2019;00:00;33,06;33,06;33,06;33,06;-;33,06;-;18,27;32,49;33,06;32,9;32,9;33,06;-
17.06.2019;01:00;30,28;30,28;30,28;30,28;-;30,28;-;17,03;30,49;30,28;30,46;30,46;30,28;-
17.06.2019;02:00;29,96;29,96;29,96;19,93;-;30,5;-;17,24;29,93;28,13;28,3;28,3;28,13;-
17.06.2019;03:00;29,48;29,48;29,48;18,01;-;30,46;-;15,73;29,27;27,36;27,25;27,25;27,36;-
17.06.2019;04:00;29,49;29,28;29,28;18,23;-;29,52;-;11,74;29,46;27,48;26,92;26,92;27,48;-
17.06.2019;05:00;30,95;30,95;30,95;25,62;-;30,69;-;25,68;30,64;30,02;28,88;28,88;30,02;-
17.06.2019;06:00;45,79;45,79;45,79;24,56;-;44,22;-;31,27;40,93;43,64;40,54;40,54;43,64;-
17.06.2019;07:00;50,8;50,8;50,8;36,29;-;50,8;-;33,32;38,96;48,74;54;54;48,74;-
17.06.2019;08:00;49,02;49,02;49,02;35,82;-;49,02;-;34,86;40,92;47,1;54,8;54,8;47,1;-
17.06.2019;09:00;39,19;39,19;39,19;39,19;-;39,19;-;34,68;40,94;39,19;47,2;47,2;39,19;-
17.06.2019;10:00;34,64;34,64;34,64;34,64;-;34,64;-;33,53;37,82;34,64;42;42;34,64;-
17.06.2019;11:00;33,7;32,62;33,7;33,7;-;33,7;-;32,62;37,78;33,7;41,7;41,7;33,7;-
17.06.2019;12:00;33,99;32,9;33,99;33,99;-;33,99;-;32,9;34,77;35,89;39,67;39,67;33,99;-
17.06.2019;13:00;35,16;32,42;35,16;35,16;-;35,16;-;32,42;33,19;35,16;39;39;35,16;-
17.06.2019;14:00;34,76;32,64;34,76;34,76;-;34,76;-;32,64;33,51;34,76;38,05;38,05;34,76;-
17.06.2019;15:00;35,5;31,66;35,5;35,5;-;35,5;-;31,66;35,48;35,5;37,93;38;35,5;-
17.06.2019;16:00;39,52;31,09;36,64;36,2;-;39,17;-;30,74;36,85;39,52;41,6;41,6;39,52;-
17.06.2019;17:00;44,97;44,97;44,97;38,86;-;44,97;-;31,27;37,85;44,97;51;51;44,97;-
17.06.2019;18:00;57,06;57,06;57,06;41,06;-;55,55;-;31,46;39,12;55,6;59,25;59,25;55,6;-
17.06.2019;19:00;70,1;70,1;70,1;42,44;-;70,1;-;31,42;39,56;66,55;64,6;64,6;66,55;-
17.06.2019;20:00;69,52;69,52;69,52;39,97;-;69,52;-;29,76;37,85;65,43;63,61;63,61;65,43;-
17.06.2019;21:00;58,24;58,24;58,24;34,24;-;58,24;-;28,18;37,9;54,92;58;58;54,92;-
17.06.2019;22:00;45,53;45,53;45,53;41,09;-;46,67;-;23,24;40,66;44,57;50,1;50,1;44,57;-
17.06.2019;23:00;39,1;31,14;31,14;39,1;-;39,1;-;19,74;37,53;39,1;42,2;42,2;39,1;-
18.06.2019;00:00;32,97;17,77;17,77;32,97;-;32,97;-;17,77;33,08;32,97;34,2;34,2;32,97;-
18.06.2019;01:00;32,85;30,23;30,23;32,85;-;32,85;-;17,75;30,36;32,85;30,9;30,9;32,85;-
18.06.2019;02:00;30,6;29,88;29,88;28,54;-;31,71;-;16,21;29,42;30,6;29,43;29,43;30,6;-
18.06.2019;03:00;30,05;29,77;29,77;15,83;-;32,87;-;14,09;29,1;30,05;28,44;28,44;30,05;-
18.06.2019;04:00;30,96;29,62;29,62;15,64;-;32,6;-;10,1;29,06;30,96;28,07;28,07;30,96;-
18.06.2019;05:00;31,09;22,06;22,06;20,07;-;32,03;-;22,06;29,9;31,09;31,1;31,1;31,09;-
18.06.2019;06:00;41,26;39,68;39,68;30,9;-;40,16;-;31,4;34,4;41,26;43,1;43,1;41,26;-
18.06.2019;07:00;51,74;51,74;51,74;31,83;-;51,74;-;50,5;38,72;51,74;52,12;52,12;51,74;-
18.06.2019;08:00;49,75;49,75;49,75;41,05;-;49,75;-;48,56;39,09;65,46;52,73;59;49,75;-
18.06.2019;09:00;43,74;43,74;43,74;41,61;-;45,11;-;42,69;40,32;56,26;45,66;57,53;43,74;-
18.06.2019;10:00;39,92;39,92;39,92;39,92;-;39,92;-;38,96;38,34;54,04;40,04;55,24;39,92;-
18.06.2019;11:00;38,9;38,9;38,9;38,9;-;38,9;-;37,97;37,51;51,86;37,6;52,75;38,9;-
18.06.2019;12:00;37,12;37,12;37,12;37,12;-;37,12;-;36,23;34,74;47,39;35,42;51,9;37,12;-
18.06.2019;13:00;36,1;36,1;36,1;36,1;-;36,1;-;33,52;34,46;45,02;35,25;50,92;36,1;-
18.06.2019;14:00;36,06;36,06;36,06;36,06;-;36,06;-;32,85;34,91;54;35,01;52,37;36,06;-
18.06.2019;15:00;38,37;38,37;38,37;33,2;-;38,37;-;31,16;35,01;55,86;35,97;55,01;38,37;-
18.06.2019;16:00;42,92;42,92;42,92;34,65;-;42,92;-;29,44;37,07;57,1;40;57,04;42,92;-
18.06.2019;17:00;47,74;47,74;47,74;39,51;-;53,74;-;30,4;39,49;55,53;47;58,62;45,5;-
18.06.2019;18:00;51,96;51,96;51,96;41,06;-;58,8;-;31,5;40,06;49,28;57,8;61,13;49,28;-
18.06.2019;19:00;66,16;66,16;66,16;42,05;-;66,16;-;31,42;40,75;62,91;66,93;67,93;62,91;-
18.06.2019;20:00;67,12;67,12;67,12;37,46;-;67,12;-;29,38;40,95;63,1;64,27;70,91;63,1;-
18.06.2019;21:00;53,2;53,2;53,2;31;-;53,2;-;27,88;39,01;58,13;55;65,79;49,72;-
18.06.2019;22:00;47,06;47,06;47,06;35,08;-;47;-;24,82;40,26;51,8;46,3;51,41;44,92;-
18.06.2019;23:00;37,08;37,08;37,08;37,08;-;37,08;-;20,52;38,12;40,1;39,5;44,21;37,08;-
19.06.2019;00:00;34,12;34,12;34,12;34,12;-;34,12;-;4,1;35,6;34,12;34,3;37,69;34,12;-
19.06.2019;01:00;33,26;31,15;31,15;24,91;-;35,32;-;14,08;34,28;33,26;33,4;33,4;33,26;-
19.06.2019;02:00;33,02;30,85;30,85;22,97;-;35,06;-;17,59;32,77;33,02;31,55;31,55;33,02;-
19.06.2019;03:00;33,23;30,86;30,86;21,99;-;35,39;-;16,76;32,19;33,23;31,42;31,42;33,23;-
19.06.2019;04:00;33,62;30,93;30,93;17,31;-;35,01;-;14,01;32,14;33,62;31,2;31,2;33,62;-
19.06.2019;05:00;33,28;33,28;33,28;19,27;-;32,04;-;24,92;33,31;33,28;32,36;32,36;33,28;-
19.06.2019;06:00;43,07;43,07;43,07;21,59;-;40,96;-;43,07;38,24;43,07;43,6;43,68;43,07;-
19.06.2019;07:00;54,43;54,43;54,43;37,89;-;52,3;-;54,43;38,52;54,49;55,5;58,52;52,75;-
19.06.2019;08:00;58,64;58,64;58,64;39,41;-;58,42;-;58,64;41,37;60,1;54,5;59,13;55,3;-
19.06.2019;09:00;49,28;49,28;49,28;39,72;-;48,83;-;49,28;40,44;60,1;48,3;59,57;49,28;-
19.06.2019;10:00;42,98;42,98;42,98;42,98;-;42,98;-;42,98;39,62;56,68;42,14;59,29;42,98;-
19.06.2019;11:00;40,81;40,81;40,81;40,81;-;40,81;-;40,81;38,54;57,12;41,41;61,99;40,81;-
19.06.2019;12:00;37,01;37,01;37,01;37,01;-;37,01;-;37,01;36,81;54,89;38,62;62,06;37,01;-
19.06.2019;13:00;36,93;36,93;36,93;36,93;-;36,93;-;36,93;36,77;56,22;54;61,19;36,93;-
19.06.2019;14:00;36,29;36,29;36,29;36,29;-;36,29;-;36,29;36,11;56,16;50;65,03;36,29;-
19.06.2019;15:00;36,09;36,09;36,09;36,09;-;36,09;-;36,09;36,02;57,3;37,74;62;36,09;-
19.06.2019;16:00;34,91;34,91;34,91;34,91;-;34,91;-;34,91;36,91;53,35;38,17;58,35;34,91;-
19.06.2019;17:00;42,91;42,91;42,91;30,32;-;41,78;-;42,91;37,44;42,91;43,01;52,93;42,91;-
19.06.2019;18:00;49,94;49,94;49,94;38,63;-;49,94;-;49,94;38,12;48,3;46,7;58,98;48,3;-
19.06.2019;19:00;53,17;53,17;53,17;39,47;-;53,17;-;53,17;38,2;51,17;53,3;62,68;51,17;-
19.06.2019;20:00;51,07;51,07;51,07;33,93;-;51,07;-;49,85;37,55;60;52,24;70,58;48,57;-
19.06.2019;21:00;45,64;45,64;45,64;36,63;-;45,64;-;44,55;38,09;58,36;47,1;65,02;44,92;-
19.06.2019;22:00;40,08;40,08;40,08;40,08;-;40,08;-;39,12;38,57;49,83;43,01;51,99;40,08;-
