Data version,From,To,,,,,,,,,,
real data,01.07.2017 13:00:00,31.07.2019 13:59:59,,,,,,,,,,
Date,PSE Actual [MW],PSE Planned [MW],SEPS Actual [MW],SEPS Planned [MW],APG Actual [MW],APG Planned [MW],TenneT Actual [MW],TenneT Planned [MW],50HzT Actual [MW],50HzT Planned [MW],CEPS Actual [MW],CEPS Planned [MW]
01.08.2018 05:00,"344,4650574",-20,"-541,3945313","-477,5999756","-1472,320557",-205,"-379,1839294",-668,"212,0619965",-440,"-1836,37207","-1810,599976"
01.08.2018 06:00,"353,4900818",-50,"-769,3741455","-781,7999878","-1724,558105",5,"-172,311676",-308,"762,3676147",-362,"-1550,38623","-1496,800049"
01.08.2018 07:00,"239,0699158",0,"-837,9124756","-1170,599976","-1681,591064",48,"39,10726547",-24,"901,6201172",-187,"-1339,706299","-1333,599976"
01.08.2018 08:00,"-20,86098099",-75,"-881,2952271","-1071,5","-1544,917725",29,"148,2980194",-14,"908,7523193",-237,"-1390,02356","-1368,5"
01.08.2018 09:00,"-32,22411346",-95,"-1008,177612","-1477,5","-1477,520996",11,"203,0162354",174,"918,4119873",59,"-1396,494629","-1328,5"
01.08.2018 10:00,"-77,36147308",-75,"-1042,727295","-1559,400024","-1336,703369",100,"233,431839",214,"798,7999268",-65,"-1424,560547","-1385,399902"
01.08.2018 11:00,"-75,2199707",-25,"-1031,140137","-1564,699951","-1188,467651",50,"233,9780731",357,"650,746521",-170,"-1410,103271","-1352,699951"
01.08.2018 12:00,"-186,12854",-20,"-1093,397217","-1666,900024","-1083,052856",40,"283,0915527",422,"773,9185791",-11,"-1305,568481","-1235,899902"
01.08.2018 13:00,"-150,860611",-20,"-1142,74707",-1690,"-1091,755127",26,"293,6300659",418,"819,072937",14,"-1272,65979",-1252
01.08.2018 14:00,"-183,6919708",-45,"-1138,482788",-1677,"-1051,430176",26,"258,4847717",366,"843,3118286",8,"-1271,80835",-1322
01.08.2018 15:00,"-160,7000885",-20,"-1142,111938",-1675,"-1129,700562",50,"217,6893921",460,"982,2289429",-65,"-1232,594238",-1250
01.08.2018 16:00,"-194,1803284",-75,"-1055,255371",-1645,"-1067,428711",50,"170,8279266",320,"894,6652222",70,"-1251,371216",-1280
01.08.2018 17:00,"-150,267334",-130,"-920,8184204","-1521,699951","-1133,036255",58,"81,56236267",0,"705,6749268",167,"-1416,884766","-1426,699951"
01.08.2018 18:00,"-24,39223671",-30,"-849,9430542","-1235,599976","-1457,005127",20,"-85,15797424",-366,"762,9646606",-42,"-1653,533691","-1653,600098"
01.08.2018 19:00,"151,741806",0,"-803,9720459","-1118,900024","-1587,044189",36,"-156,1920624",-552,"661,3174438",-141,"-1734,149048","-1775,899902"
01.08.2018 20:00,"175,418045",-10,"-915,0484619","-1150,300049","-1742,759033",55,"-83,56187439",-501,"816,1761475",-196,"-1749,775146","-1802,300049"
01.08.2018 21:00,"215,2239838",-30,"-1097,705566","-1482,400024","-1801,61438",60,"-71,00093842",-283,"949,6480103",-70,"-1805,448853","-1805,399902"
01.08.2018 22:00,"474,3193359",0,"-1098,335083","-1274,800049","-1915,152832",-70,"-265,9909973",-394,"831,0941162",-259,"-1974,06543","-1997,800049"
01.08.2018 23:00,"538,298584",0,"-1127,6698",-1091,"-2026,842407",-50,"-350,4889526",-702,"812,8057251",-332,"-2153,896973",-2175
02.08.2018 00:00,"619,7094727",-20,"-905,8226318","-1012,900024","-2004,650391",-260,"-543,7084351",-699,"383,7706909",-490,"-2450,701416","-2481,899902"
02.08.2018 01:00,"638,8817139",0,"-625,6599731","-435,5999756","-1781,637939",-360,"-654,4092407",-987,"128,0028229",-505,"-2294,82251","-2287,600098"
02.08.2018 02:00,"503,6298218",0,"-428,7998962","-194,2999878","-1538,327148",-410,"-614,6425781",-1034,"-159,3791809",-589,"-2237,519043","-2227,300049"
02.08.2018 03:00,"455,2798462",0,"-352,4782104","-162,7999878","-1489,828369",-360,"-666,4077148",-1160,"-231,4785767",-589,"-2284,913086","-2271,800049"
02.08.2018 04:00,"494,0115356",0,"-408,3942566","-183,4000244","-1578,239014",-361,"-707,6254883",-1245,"-183,7011871",-589,"-2383,948242","-2378,399902"
02.08.2018 05:00,"595,8700562",40,"-510,5242615","-305,4000244","-1725,078125",-337,"-719,5857544",-1159,"39,74197769",-539,"-2319,576172","-2300,399902"
02.08.2018 06:00,"810,0775757",5,"-815,8223877","-1148,800049","-1955,925659",-163,"-457,9501953",-398,"422,5947266",-307,"-1997,026001","-2011,800049"
02.08.2018 07:00,"607,3181763",0,"-899,0720825","-1204,800049","-1897,826294",-130,"-132,0716248",-289,"466,9840088",-222,"-1854,667847","-1845,800049"
02.08.2018 08:00,"350,1517029",0,"-776,230835","-1055,400024","-1690,158203",-28,"19,93624878",-394,"354,0822754",-267,"-1742,218872","-1744,400024"
02.08.2018 09:00,"227,9252777",-30,"-797,1879272","-1186,099976","-1566,367432",-102,"70,24521637",-352,"324,1521606",-98,"-1741,232666","-1768,099976"
02.08.2018 10:00,"193,4668732",0,"-908,5317993",-1284,"-1544,807617",-52,"90,69116211",-352,"362,7541504",-107,"-1806,427124",-1795
02.08.2018 11:00,"265,0343323",-40,"-955,0894775","-1468,800049","-1553,262451",-2,"205,7187805",-67,"381,5559998",-87,"-1656,042847","-1664,800049"
02.08.2018 12:00,"295,1847229",-40,"-1065,791382",-1694,"-1501,163086",19,"385,2555542",408,"591,2494507",-25,"-1295,264771",-1332
02.08.2018 13:00,"254,2906952",-40,"-1047,072876","-1652,5","-1408,322754",33,"282,3408813",306,"557,8085938",-10,"-1360,955566","-1363,5"
02.08.2018 14:00,"247,8581543",-40,"-1070,461426","-1634,099976","-1482,397217",-96,"202,3016968",320,"622,9369507",-25,"-1479,761841","-1475,100098"
02.08.2018 15:00,"274,6945496",-40,"-1046,392334","-1663,599976","-1480,56897",-95,"137,1602478",402,"702,2282104",-9,"-1412,878296","-1405,600098"
02.08.2018 16:00,"290,4989319",-75,"-909,9450073","-1308,199951","-1447,703979",68,"6,77222538",87,"851,2929077",20,"-1209,084961","-1208,199951"
02.08.2018 17:00,"301,4630737",-35,"-744,8653564","-1108,400024","-1412,826782",-42,"-91,39248657",-2,"720,1399536",-87,"-1227,481689","-1274,400024"
02.08.2018 18:00,"425,210022",-10,"-654,9758301","-868,4000244","-1468,959106",-238,"-195,6490021",-74,"500,4788208",-212,"-1393,895142","-1402,400024"
02.08.2018 19:00,"403,8921814",0,"-533,0476685","-837,9000244","-1371,376709",-102,"-245,2694397",-199,"310,322113",-263,"-1435,479492","-1401,900024"
02.08.2018 20:00,"213,9245453",0,"-701,1546631","-1178,699951","-1395,813965",-48,"-129,3204803",164,"555,1755981",-403,"-1457,189087","-1465,699951"
02.08.2018 21:00,"257,8121338",-15,"-780,7672119","-1063,5","-1445,852539",-58,"-144,4689484",-71,"669,7229614",-182,"-1443,553589","-1389,5"
02.08.2018 22:00,"412,8627625",-20,"-897,0906982","-1200,099976","-1635,964233",-105,"-204,6968536",-233,"661,8522339",-92,"-1663,036865","-1650,100098"
02.08.2018 23:00,"513,1655273",5,"-1032,643066",-1370,"-1854,793701",-115,"-333,7557068",-388,"725,2271729",-130,"-1982,799683",-1998
03.08.2018 00:00,"463,8262939",109,"-889,8724976","-653,2000122","-1896,084106",-89,"-488,1880798",-1048,"550,1646118",-592,"-2260,153809","-2273,199951"
03.08.2018 01:00,"634,541626",110,"-563,1499023","-62,70001221","-1650,97522",-231,"-633,819519",-1405,"154,4604797",-427,"-2058,942627","-2015,699951"
03.08.2018 02:00,"556,2590942",84,"-446,4501953","177,0999756","-1578,582031",-335,"-662,8911743",-1527,"-76,18069458",-604,"-2207,844971","-2204,899902"
03.08.2018 03:00,"522,7133789",69,"-389,606842","49,79998779","-1477,32251",-323,"-711,4432373",-1321,"-118,2994614",-638,"-2173,95874","-2163,199951"
03.08.2018 04:00,"551,9519653",75,"-412,8943176","70,59997559","-1501,427734",-323,"-705,1686401",-1340,"-69,13179779",-617,"-2136,67041","-2134,399902"
03.08.2018 05:00,"615,2300415",60,"-533,1137085","74,79998779","-1678,059814",-318,"-692,0162354",-1420,"102,6800385",-567,"-2185,279541","-2170,199951"
03.08.2018 06:00,"764,2930298",0,"-625,1843872",-410,"-1706,878906",-136,"-486,2583618",-715,"329,5007019",-454,"-1724,527832",-1715
03.08.2018 07:00,"567,5031128",0,"-457,6285706","-340,4000244","-1439,260986",-123,"-396,5901489",-786,"101,0486908",-362,"-1624,927979","-1611,400024"
03.08.2018 08:00,"357,7462769",0,"-426,3238525","-186,0999756","-1304,141968",-269,"-383,6531677",-779,"143,7314758",-361,"-1612,641235","-1595,099976"
03.08.2018 09:00,"283,0101013",-50,"-616,262085","-282,8000488","-1326,074097",-123,"-231,3025513",-847,"221,0183258",-349,"-1669,610229","-1651,800049"
03.08.2018 10:00,"221,7665253",-75,"-702,7466431","-277,0999756","-1283,616821",-116,"-127,7036896",-836,"180,2024078",-405,"-1712,098267","-1709,100098"
03.08.2018 11:00,"248,5069733",-50,"-760,6923828",-701,"-1330,089233",-31,"-33,91626358",-409,"264,3977051",-415,"-1611,793213",-1606
03.08.2018 12:00,"206,9873199",-29,"-866,5136108","-913,5999756","-1489,318604",-29,"160,5980988",-55,"505,6425476",-407,"-1482,604248","-1433,600098"
03.08.2018 13:00,"215,2010345",-25,"-948,847229","-972,2000122","-1452,718384",-31,"151,9975281",-30,"519,668457",-403,"-1514,698608","-1461,199951"
03.08.2018 14:00,"217,491272",-50,"-930,3245239","-1203,5","-1475,491577",-31,"52,16654587",12,"488,1699829",-403,"-1647,988281","-1675,5"
03.08.2018 15:00,"185,3036652",-50,"-931,881958","-1052,5","-1484,53894",-31,"-31,4718895",-3,"720,8693848",-403,"-1541,719849","-1539,5"
03.08.2018 16:00,"168,9418182",0,"-830,6692505","-767,7000122","-1413,872803",-36,"-57,28182983",-256,"553,5178223",-484,"-1579,364258","-1543,699951"
03.08.2018 17:00,"126,8724518",0,"-683,708252","-187,2999878","-1454,386841",-36,"-157,4302368",-990,"442,5719299",-513,"-1726,080933","-1726,300049"
03.08.2018 18:00,"120,1524963",0,"-421,9404297","23,5","-1311,099121",-136,"-375,1749878",-1216,"129,8171082",-503,"-1858,244995","-1831,5"
03.08.2018 19:00,"134,5442963",0,"-343,4846497","302,0999756","-1336,214722",-106,"-423,3001709",-1354,"176,5801544",-595,"-1791,875122","-1752,899902"
03.08.2018 20:00,"277,1412354",0,"-605,8328247","-378,8000488","-1276,584595",56,"-279,3943787",-805,"251,8021698",-492,"-1632,868408","-1619,800049"
03.08.2018 21:00,"394,697998",0,"-746,440918","-677,4000244","-1351,121338",98,"-305,176178",-635,"369,7330017",-459,"-1638,307495","-1673,400024"
03.08.2018 22:00,"414,5245972",0,"-699,8504639","-362,7999878","-1499,427246",76,"-470,9342957",-1063,"390,0506897",-513,"-1865,636719","-1862,800049"
03.08.2018 23:00,"390,0831299",70,"-704,043335","-527,7999878","-1466,80127",-74,"-642,265625",-1159,"273,8734436",-477,"-2149,153564","-2167,800049"
04.08.2018 00:00,"636,4483643",139,"-820,4296265","-999,2999878","-1765,291748",-38,"-572,8140869",-873,"485,047699",-220,"-2037,039429","-1991,300049"
04.08.2018 01:00,"650,5708618",154,"-622,3505859","-564,5999756","-1621,657593",-132,"-518,9782104",-633,"544,2971802",-375,"-1568,118408","-1550,599976"
04.08.2018 02:00,"604,3131714",118,"-452,2148438","-296,2000122","-1424,800171",-188,"-519,6591797",-578,"465,6135864",-375,"-1326,747437","-1319,199951"
04.08.2018 03:00,"623,3895874",176,"-387,0709839","-170,5","-1345,94104",-218,"-539,1018066",-742,"275,4974976",-405,"-1373,226685","-1359,5"
04.08.2018 04:00,"652,2686157",176,"-460,4549255","-293,2000122","-1401,921143",-218,"-521,3198853",-487,"351,0793457",-405,"-1380,348022","-1227,199951"
04.08.2018 05:00,"670,6713257",148,"-453,3604736","-198,5999756","-1493,690552",-218,"-587,7792969",-527,"316,2478943",-492,"-1547,911011","-1287,599976"
04.08.2018 06:00,"660,4818115",114,"-586,5751953","-539,5","-1581,630493",-75,"-437,8164673",-225,"471,9138184",-525,"-1473,626587","-1250,5"
04.08.2018 07:00,"599,3977661",29,"-705,5637207","-915,7000122","-1582,319092",2,"-275,5262756",-33,"628,2364502",-471,"-1335,77478","-1388,699951"
04.08.2018 08:00,"379,4839783",0,"-843,2506714",-954,"-1628,560547",-55,"-138,8272858",-38,"825,4761963",-364,"-1405,678345",-1411
04.08.2018 09:00,"417,9832764",0,"-893,1898804","-1271,800049","-1706,653076",27,"-66,06311035",218,"921,9324341",-292,"-1325,990356","-1318,800049"
04.08.2018 10:00,"413,1277161",0,"-991,0412598","-1286,699951","-1732,777466",39,"41,82786942",324,"1075,741699",-272,"-1193,12146","-1195,699951"
04.08.2018 11:00,"443,0238342",0,"-1040,099731","-1325,699951","-1801,309692",40,"130,6344757",326,"1147,758057",-177,"-1119,993164","-1136,699951"
04.08.2018 12:00,"194,4467316",0,"-1088,214722","-1264,400024","-1730,268066",40,"169,4706879",132,"1144,173462",-221,"-1310,391846","-1313,400024"
04.08.2018 13:00,"215,5920715",-15,"-1091,49707","-1214,300049","-1743,852051",10,"142,328476",269,"1171,443726",-393,"-1305,984741","-1343,300049"
04.08.2018 14:00,"281,0845337",-15,"-1093,34375","-1304,300049","-1729,692627",10,"78,02248383",338,"1144,995728",-374,"-1318,933594","-1345,300049"
04.08.2018 15:00,"355,8083801",-15,"-1100,677002","-1330,5","-1813,565796",25,"6,183989048",349,"1360,545776",-215,"-1191,704712","-1186,5"
04.08.2018 16:00,"368,12146",-35,"-1083,834473","-1471,300049","-1743,188843",48,"19,65258598",520,"1459,688721",-75,"-979,5606079","-1013,300049"
04.08.2018 17:00,"482,9460144",265,"-954,1343384","-1333,199951","-1765,060303",53,"-98,01025391",205,"1337,789551",-242,"-996,4694214","-1052,199951"
04.08.2018 18:00,"684,6192017",86,"-765,489502","-1213,400024","-1727,0802",51,"-250,7963867",168,"1076,82019",-107,"-981,9268188","-1015,400024"
04.08.2018 19:00,"599,3292847",86,"-749,3620605","-1153,099976","-1704,997314",-36,"-312,5737",-8,"961,3417358",-107,"-1206,262085","-1218,099976"
04.08.2018 20:00,"726,6484375",67,"-853,9108276",-1160,"-1709,417358",-36,"-287,8382874",81,"974,7195435",-130,"-1149,798584",-1178
04.08.2018 21:00,"757,9299927",36,"-855,3483276","-1297,300049","-1613,726807",63,"-290,0666199",284,"968,7460938",-109,"-1032,465698","-1023,300049"
04.08.2018 22:00,"740,0864258",181,"-838,1430664","-1364,900024","-1683,20874",60,"-437,4015198",-71,"874,9637451",-123,"-1343,703247","-1317,899902"
04.08.2018 23:00,"712,416687",211,"-793,809021","-1191,699951","-1692,758423",8,"-517,1147461",-136,"805,2495117",-354,"-1486,015991","-1462,699951"
05.08.2018 00:00,"640,9488525",65,"-770,5162354","-911,7000122","-1710,777588",-185,"-568,5732422",-539,"765,0154419",-87,"-1643,902832","-1657,699951"
05.08.2018 01:00,"630,305481",90,"-642,75177","-520,4000244","-1731,963989",-185,"-684,2234497",-584,"700,4001465",-518,"-1728,233643","-1717,400024"
05.08.2018 02:00,"672,3226318",90,"-640,8309326","-685,9000244","-1805,099365",-179,"-673,5632324",-553,"720,7720947",-387,"-1726,398682","-1714,900024"
05.08.2018 03:00,"623,2300415",90,"-657,1885986","-713,2999878","-1801,340698",-185,"-673,2675781",-633,"707,6051025",-347,"-1800,961792","-1788,300049"
05.08.2018 04:00,"636,9827881",90,"-690,9581299","-728,5999756","-1820,212891",-143,"-650,1535645",-688,"766,4620972",-256,"-1757,879761","-1725,599976"
05.08.2018 05:00,"638,8585815",90,"-599,0184937","-572,5","-1804,421631",-96,"-736,6060181",-722,"674,1160889",-507,"-1827,071411","-1807,5"
05.08.2018 06:00,"577,6133423",90,"-693,1676025","-810,4000244","-1733,511475",-211,"-608,3795166",-681,"717,663147",-131,"-1739,782104","-1743,400024"
05.08.2018 07:00,"547,9904175",0,"-830,5038452","-1180,800049","-1760,860229",-229,"-455,306366",-392,"747,9667358",59,"-1750,713257","-1742,800049"
05.08.2018 08:00,"570,4666138",0,"-956,9623413","-1300,099976","-1824,175659",-136,"-300,9180908",-189,"960,6350098",72,"-1550,954468","-1553,100098"
05.08.2018 09:00,"366,791626",0,"-1169,267334","-1639,699951","-1802,690552",17,"-34,31692123",177,"1258,691528",108,"-1380,791504","-1337,699951"
05.08.2018 10:00,"373,5447388",0,"-1257,189209",-1684,"-1741,793213",52,"89,22124481",346,"1275,113525",105,"-1261,102783",-1181
05.08.2018 11:00,"408,2843018",-20,"-1265,800659",-1684,"-1640,205444",75,"190,0751495",594,"1349,876221",108,"-957,7703857",-927
05.08.2018 12:00,"369,8572998",-75,"-1285,385742",-1700,"-1663,22998",50,"162,8642883",448,"1266,48584",106,"-1149,408325",-1171
05.08.2018 13:00,"409,5115662",-25,"-1214,661133",-1700,"-1460,782349",59,"216,0103302",769,"1309,685669",144,"-740,2359009",-753
05.08.2018 14:00,"365,1470642",0,"-1195,647583",-1700,"-1454,953491",75,"94,79800415",713,"1293,222778",85,"-897,4332886",-827
05.08.2018 15:00,"457,2619324",-5,"-1182,630005",-1685,"-1494,849731",75,"79,01176453",678,"1279,740723",135,"-861,4654541",-802
05.08.2018 16:00,"460,3837585",-85,"-1217,890137","-1683,099976","-1645,613525",75,"-62,48982239",428,"1373,878662",225,"-1091,731079","-1040,100098"
05.08.2018 17:00,"598,9835205",0,"-1241,139404",-1613,"-1912,702026",84,"-142,0305176",285,"1612,871582",174,"-1084,016968",-1070
05.08.2018 18:00,"675,7522583",0,"-1179,834961","-1586,900024","-1909,876465",126,"-123,60849",437,"1657,047485",179,"-880,5200806","-844,8999023"
05.08.2018 19:00,"824,6323242",30,"-1064,317993","-1541,300049","-1880,559814",10,"-153,1327972",270,"1535,885254",508,"-737,493103","-723,3000488"
05.08.2018 20:00,"759,6083374",30,"-1086,603149","-1595,300049","-1862,373535",110,"-143,9560394",255,"1407,297119",254,"-926,0271606","-946,3000488"
05.08.2018 21:00,"707,7987061",20,"-1003,426331","-1546,300049","-1735,380859",114,"-138,8811798",301,"1303,425659",258,"-866,4639282","-853,3000488"
05.08.2018 22:00,"736,2909546",0,"-854,3825684","-1044,699951","-1700,535034",70,"-229,2997589",-49,"1230,854492",212,"-817,0718994","-811,6999512"
05.08.2018 23:00,"728,8540039",30,"-854,5026855","-1016,400024","-1710,522217",-4,"-231,6747284",41,"1151,948975",33,"-915,8965454","-916,4000244"
06.08.2018 00:00,"756,9533081",115,"-824,0351563","-919,7999878","-1713,436401",10,"-292,1215515",95,"1122,385864",-229,"-950,2540283","-928,8000488"
06.08.2018 01:00,"751,3223267",95,"-610,4805908","-477,2999878","-1603,030396",-154,"-313,8213501",160,"1041,688843",-322,"-734,321106","-698,3000488"
06.08.2018 02:00,"686,1039429",100,"-532,3528442","-188,9000244","-1589,089233",-200,"-275,8588257",235,"921,1675415",-717,"-790,0294189","-770,9000244"
06.08.2018 03:00,"665,2175903",90,"-476,8711243","-329,7000122","-1554,685059",-247,"-314,5758667",200,"834,8282471",-520,"-846,0861206","-806,6999512"
06.08.2018 04:00,"710,5015259",90,"-517,7822266","-394,7000122","-1676,646484",-158,"-415,094696",-19,"854,4678345",-529,"-1044,553955","-1010,700012"
06.08.2018 05:00,"727,0259399",90,"-627,3111572","-566,0999756","-1784,440796",-80,"-423,7691345",-70,"831,378479",-632,"-1277,116699","-1258,099976"
06.08.2018 06:00,"833,0640259",90,"-733,7785645",-692,"-1750,22583",-62,"-213,806366",151,"1019,640564",-372,"-845,1061401",-885
06.08.2018 07:00,"799,3875122",0,"-706,499939","-425,0999756","-1588,01123",-33,"-106,7091446",62,"906,635437",-286,"-695,1972656","-682,0999756"
06.08.2018 08:00,"643,6729736",-118,"-645,329834","-400,5","-1506,279663",-61,"-59,55762863",257,"776,2757568",-447,"-791,2183838","-769,5"
06.08.2018 09:00,"545,3001709",-125,"-779,505249","-639,0999756","-1504,403931",-167,"133,5988312",331,"760,6315918",-172,"-844,3786011","-772,0999756"
06.08.2018 10:00,"495,0076294",-70,"-882,9515991","-757,5999756","-1537,984863",-126,"210,440155",377,"826,133606",-253,"-889,3551025","-829,5999756"
06.08.2018 11:00,"503,4915771",-70,"-924,4231567","-932,9000244","-1508,754272",-45,"331,0571289",480,"848,909729",-159,"-749,7189941","-726,9000244"
06.08.2018 12:00,"443,3906555",-100,"-1024,030518","-956,2000122","-1362,314941",-25,"498,8368835",816,"987,7897339",-142,"-456,328186","-407,1999512"
06.08.2018 13:00,"381,7850952",-120,"-1013,144226","-1019,599976","-1349,744019",-25,"445,7732849",825,"1009,483643",-122,"-525,8462524","-461,6000977"
06.08.2018 14:00,"322,773468",-170,"-1014,613953","-1113,199951","-1267,000366",-25,"414,9670105",774,"962,2998047",-27,"-581,5739746","-561,1999512"
06.08.2018 15:00,"343,5408325",-220,"-1025,452271","-1169,800049","-1235,375244",-31,"429,3061218",808,"963,1710205",140,"-524,8095703","-472,8000488"
06.08.2018 16:00,"513,4928589",0,"-979,6541748","-1235,400024","-1402,929565",-50,"365,3714294",786,"886,0999756",-55,"-617,6195068","-554,3999023"
06.08.2018 17:00,"559,0709229",-100,"-757,9929199","-890,5999756","-1413,194824",-107,"166,2944336",541,"794,8919678",-48,"-650,9303589","-604,6000977"
06.08.2018 18:00,"588,1275635",-100,"-554,2440186","-725,3000488","-1411,668213",-77,"-108,0237198",208,"677,8704224",-92,"-807,9379272","-786,3000488"
06.08.2018 19:00,"538,8692627",-38,"-419,1208191","-745,4000244","-1290,556152",-49,"-139,2037659",337,"493,1245117",-310,"-816,8869019","-805,3999023"
06.08.2018 20:00,"545,8609009",-88,"-510,045929","-803,7000122","-1323,74585",-32,"-147,5040131",211,"582,6997681",-141,"-852,7351074","-853,6999512"
06.08.2018 21:00,"601,7874756",-88,"-629,2670898","-786,2000122","-1375,703491",-32,"-200,3323212",63,"677,0834351",-30,"-926,4320068","-873,1999512"
06.08.2018 22:00,"583,7952271",-75,"-635,0801392","-666,2999878","-1462,679688",-100,"-385,4117737",-96,"650,2871704",-294,"-1249,089233","-1231,300049"
06.08.2018 23:00,"931,7557373",100,"-916,1801147","-1172,900024","-1891,873657",-205,"-558,7536621",-144,"796,7298584",-225,"-1638,321777","-1646,900024"
07.08.2018 00:00,"976,7875366",30,"-931,4876709","-1448,199951","-1928,430908",-5,"-533,6282349",22,"877,9775391",-137,"-1538,781616","-1538,199951"
07.08.2018 01:00,"922,3937378",45,"-754,473938",-1023,"-1788,71106",-20,"-577,4341431",-163,"858,5073242",-163,"-1339,718018",-1324
07.08.2018 02:00,"858,3170776",39,"-647,6039429","-603,5999756","-1713,369019",-122,"-626,7122192",-415,"804,5118408",-225,"-1324,856201","-1326,599976"
07.08.2018 03:00,"819,9404297",60,"-686,3212891","-607,2000122","-1668,126953",-208,"-621,071228",-402,"713,9711914",-280,"-1441,607788","-1437,199951"
07.08.2018 04:00,"842,1320801",0,"-715,4245605","-784,7000122","-1660,723755",-188,"-556,104248",-418,"713,6072388",39,"-1376,513428","-1351,699951"
07.08.2018 05:00,"977,2390747",70,"-705,5517578","-725,0999756","-1777,122559",-161,"-547,4363403",-129,"951,565979",-163,"-1101,305664","-1108,099976"
07.08.2018 06:00,"1061,789795",75,"-865,0870361","-1568,099976","-1837,371338",283,"-218,1418152",261,"1011,571106",75,"-847,2392578","-874,0999756"
07.08.2018 07:00,"984,932312",-82,"-734,059082","-1205,900024","-1512,532715",193,"48,96068573",201,"565,4446411",226,"-647,2541504","-667,9000244"
07.08.2018 08:00,"614,2210083",-102,"-603,4050903","-1133,300049","-1258,147949",182,"91,34700012",223,"413,8939514",94,"-742,0911255","-736,2999878"
07.08.2018 09:00,"566,3394775",-126,"-684,4577026","-1278,199951","-1234,542725",220,"190,6277161",431,"450,8925171",73,"-711,1407471","-680,1999512"
07.08.2018 10:00,"422,1515503",-86,"-855,8453369","-1384,300049","-1413,050903",83,"397,6803589",466,"641,6068726",98,"-807,4574585","-823,2999878"
07.08.2018 11:00,"481,9263306",-70,"-1011,768494","-1538,400024","-1526,255005",115,"531,0167236",648,"808,19104",115,"-716,8894043","-730,4000244"
07.08.2018 12:00,"455,8139343",-35,"-1084,898804","-1541,900024","-1414,219482",151,"573,7875366",729,"824,5263672",74,"-644,9905396","-622,9000244"
07.08.2018 13:00,"428,440094",-35,"-1075,827637","-1603,199951","-1373,039917",176,"563,8201904",757,"829,050354",101,"-627,5568237","-604,1999512"
07.08.2018 14:00,"380,591156",-10,"-1086,991943","-1659,599976","-1351,251099",174,"551,7941895",723,"848,1049194",114,"-657,7528076","-658,5999756"
07.08.2018 15:00,"362,1218262",-10,"-1038,885254","-1620,400024","-1344,169189",91,"532,6396484",795,"847,1686401",110,"-641,1242065","-634,4000244"
07.08.2018 16:00,"495,8205872",148,"-877,1396484","-1468,300049","-1270,057861",159,"425,0172424",559,"717,5652466",101,"-508,7944336","-501,3000488"
07.08.2018 17:00,"629,708313",90,"-807,536499","-1530,099976","-1265,292236",215,"165,7323761",620,"669,0149536",3,"-608,3731079","-602,0999756"
07.08.2018 18:00,"768,4248047",100,"-639,9267578","-1391,800049","-1200,709473",178,"-74,63597107",546,"535,0339966",-107,"-611,8134155","-674,8000488"
07.08.2018 19:00,"847,4552612",200,"-506,7553406",-847,"-1311,922607",158,"-125,713501",-26,"602,1854248",-96,"-494,750824",-611
07.08.2018 20:00,"899,1479492",97,"-804,2277222",-1331,"-1461,584595",133,"-45,53160477",699,"1019,639893",-199,"-392,5560608",-601
07.08.2018 21:00,"1040,706787",100,"-886,180481","-1389,5","-1760,576294",100,"-209,5874939",422,"1250,628052",151,"-565,0094604","-616,5"
07.08.2018 22:00,"1092,496826",0,"-1047,073486","-1536,300049","-1946,784058",61,"-334,4105835",491,"1519,924072",46,"-715,84729","-938,3000488"
07.08.2018 23:00,"1096,062744",10,"-1130,316895","-1550,199951","-2032,656616",25,"-421,2834167",645,"1580,631714",-163,"-907,562439","-1033,199951"
08.08.2018 00:00,"1064,565918",30,"-1011,358215","-1585,800049","-1873,423096",146,"-415,630249",621,"1512,585693",85,"-723,2599487","-703,8000488"
08.08.2018 01:00,"982,5221558",60,"-807,6162109","-1137,599976","-1659,911377",20,"-375,1461792",448,"1211,442871",45,"-648,7087402","-564,5999756"
08.08.2018 02:00,"933,6588135",30,"-681,2329102","-796,5999756","-1639,99231",-157,"-446,144928",11,"944,0332642",35,"-889,6780396","-877,5999756"
08.08.2018 03:00,"926,6409302",20,"-682,8612671","-780,5999756","-1791,457886",-137,"-549,1062012",-29,"1028,943237",-151,"-1067,841187","-1077,599976"
08.08.2018 04:00,"935,8426514",30,"-710,4797363","-985,5","-1763,929077",-137,"-574,0634766",-101,"1009,949646",35,"-1102,680054","-1158,5"
08.08.2018 05:00,"860,0141602",60,"-668,9795532","-1080,800049","-1654,872559",-101,"-511,5480042",39,"937,529541",35,"-1037,856445","-1047,800049"
08.08.2018 06:00,"728,9610596",15,"-935,2435913","-1513,800049","-1653,531982",115,"-306,5145264",424,"1311,918823",145,"-854,4102173","-814,8000488"
08.08.2018 07:00,"772,4586792",52,"-1146,294678","-1617,900024","-1583,340454",350,"-12,62693596",575,"1453,14978",98,"-516,6536865","-542,9000244"
08.08.2018 08:00,"641,0662842",-16,"-1097,744263","-1622,400024","-1372,853027",319,"410,32901",600,"776,2758789",43,"-642,9260864","-676,4000244"
08.08.2018 09:00,"443,7318115",-50,"-1078,637695","-1597,5","-1210,639526",176,"431,5797424",557,"633,2769165",80,"-780,6888428","-834,5"
