Datum;Uhrzeit;Gesamt[MWh];Wind Offshore[MWh];Wind Onshore[MWh];Photovoltaik[MWh];Sonstige[MWh]
04.01.2018;23:15;-;292,5;6.023,5;0;-
04.01.2018;23:30;-;304;6.195,25;0;-
04.01.2018;23:45;-;316,75;6.368,75;0;-
05.01.2018;00:00;72.879;604,5;7.453,25;0;39.554
05.01.2018;00:15;-;707,75;7.564,75;0;-
05.01.2018;00:30;-;744,75;7.678,5;0;-
05.01.2018;00:45;-;773,75;7.797,75;0;-
05.01.2018;01:00;71.568;778;8.243,75;0;34.764,75
05.01.2018;01:15;-;819;8.377,75;0;-
05.01.2018;01:30;-;841,5;8.393,25;0;-
05.01.2018;01:45;-;855;8.495;0;-
05.01.2018;02:00;71.197;855,25;8.532;0;33.650,5
05.01.2018;02:15;-;864,25;8.552;0;-
05.01.2018;02:30;-;807;8.555;0;-
05.01.2018;02:45;-;799,75;8.581,25;0;-
05.01.2018;03:00;70.149;777,5;8.621;0;33.145,5
05.01.2018;03:15;-;740,75;8.540,75;0;-
05.01.2018;03:30;-;726,25;8.464,75;0;-
05.01.2018;03:45;-;714,5;8.418;0;-
05.01.2018;04:00;68.071;693,5;8.366;0;32.193,5
05.01.2018;04:15;-;670;8.330,75;0;-
05.01.2018;04:30;-;643,25;8.302,5;0;-
05.01.2018;04:45;-;617;8.254,5;0;-
05.01.2018;05:00;69.153;588,75;8.208,25;0;34.449,25
05.01.2018;05:15;-;556,25;8.160,5;0;-
05.01.2018;05:30;-;524;8.115,25;0;-
05.01.2018;05:45;-;486,25;8.064,5;0;-
05.01.2018;06:00;75.669;446;8.005,25;0;42.407,75
05.01.2018;06:15;-;417,5;7.946,75;0;-
05.01.2018;06:30;-;391,25;7.879,25;0;-
05.01.2018;06:45;-;365,75;7.809,5;0;-
05.01.2018;07:00;79.056;341,5;7.742,25;0;47.434,75
05.01.2018;07:15;-;320,75;7.643,25;0;-
05.01.2018;07:30;-;300;7.549,25;0;-
05.01.2018;07:45;-;280,5;7.443,75;0;-
05.01.2018;08:00;82.406;261;7.330,75;3;52.775,5
05.01.2018;08:15;-;244,75;7.207;13,25;-
05.01.2018;08:30;-;230;7.070,75;39;-
05.01.2018;08:45;-;214;6.939,25;77,75;-
05.01.2018;09:00;82.905;200,75;6.811,75;129;54.714,5
05.01.2018;09:15;-;190,5;6.690,25;195;-
05.01.2018;09:30;-;182,5;6.562,5;270,5;-
05.01.2018;09:45;-;174,75;6.429,75;353,25;-
05.01.2018;10:00;82.881;135,75;6.170,5;433,75;56.078,75
05.01.2018;10:15;-;136,5;6.070,5;508,75;-
05.01.2018;10:30;-;137,25;5.975,5;577,75;-
05.01.2018;10:45;-;139,25;5.878,5;638,25;-
05.01.2018;11:00;83.577;139,75;5.783;691,25;57.495,5
05.01.2018;11:15;-;143,25;5.692,5;728,5;-
05.01.2018;11:30;-;146,5;5.598,25;749,5;-
05.01.2018;11:45;-;149,5;5.503,25;756,25;-
05.01.2018;12:00;82.789;152;5.399,75;753,5;58.388,5
05.01.2018;12:15;-;152,75;5.284,5;736;-
05.01.2018;12:30;-;153;5.169,5;711;-
05.01.2018;12:45;-;153,25;5.054,5;680,75;-
05.01.2018;13:00;79.016;152,75;4.936;645,75;57.190
05.01.2018;13:15;-;151,25;4.799,25;604,75;-
05.01.2018;13:30;-;149;4.658,75;559,5;-
05.01.2018;13:45;-;148,5;4.513,75;506,75;-
05.01.2018;14:00;75.172;145,75;4.383,75;451,75;56.462,25
05.01.2018;14:15;-;141,5;4.246,5;394,25;-
05.01.2018;14:30;-;136,5;4.109,5;332,25;-
05.01.2018;14:45;-;132,25;3.966,25;269,5;-
05.01.2018;15:00;72.261;128,25;3.832;208,25;56.639,5
05.01.2018;15:15;-;124,75;3.712,5;151,75;-
05.01.2018;15:30;-;121,25;3.590;100,25;-
05.01.2018;15:45;-;118,25;3.476,5;57,75;-
05.01.2018;16:00;73.011;114,75;3.376,5;26,25;59.492,25
05.01.2018;16:15;-;112;3.296,25;9,5;-
05.01.2018;16:30;-;110,5;3.211,5;3;-
05.01.2018;16:45;-;109;3.148,75;0,75;-
05.01.2018;17:00;73.360;108,75;3.100,5;0;60.678,5
05.01.2018;17:15;-;108,5;3.074;0;-
05.01.2018;17:30;-;109,25;3.046;0;-
05.01.2018;17:45;-;108,75;3.025,75;0;-
05.01.2018;18:00;73.568;110;3.014,75;0;61.057
05.01.2018;18:15;-;112,25;3.013,75;0;-
05.01.2018;18:30;-;114,75;3.012,5;0;-
05.01.2018;18:45;-;117,25;3.015,75;0;-
05.01.2018;19:00;73.675;119,5;3.019;0;61.094,5
05.01.2018;19:15;-;118,75;3.023,75;0;-
05.01.2018;19:30;-;119;3.028,25;0;-
05.01.2018;19:45;-;118,75;3.033,5;0;-
05.01.2018;20:00;70.577;119,5;3.033,5;0;57.924,75
05.01.2018;20:15;-;120,25;3.040,5;0;-
05.01.2018;20:30;-;121,75;3.046,5;0;-
05.01.2018;20:45;-;123,5;3.046,75;0;-
05.01.2018;21:00;65.852;125,5;3.046,25;0;53.131,25
05.01.2018;21:15;-;128,75;3.048,75;0;-
05.01.2018;21:30;-;132,75;3.050,25;0;-
05.01.2018;21:45;-;135;3.053,5;0;-
05.01.2018;22:00;62.296;136,75;3.050,25;0;49.640,25
05.01.2018;22:15;-;136,25;3.036;0;-
05.01.2018;22:30;-;135;3.021,25;0;-
05.01.2018;22:45;-;134,5;3.005,75;0;-
05.01.2018;23:00;59.594;134;2.986;0;47.349,25
05.01.2018;23:15;-;133,5;2.946,75;0;-
05.01.2018;23:30;-;132,5;2.908,75;0;-
05.01.2018;23:45;-;132,75;2.870,5;0;-
06.01.2018;00:00;56.648;166,5;3.041,5;0;43.919
06.01.2018;00:15;-;153;3.026,5;0;-
06.01.2018;00:30;-;157;3.014,25;0;-
06.01.2018;00:45;-;167,25;3.003;0;-
06.01.2018;01:00;54.777;172,75;2.887,25;0;42.559,5
06.01.2018;01:15;-;167,75;2.889,5;0;-
06.01.2018;01:30;-;170,5;2.880;0;-
06.01.2018;01:45;-;179,5;2.870,25;0;-
06.01.2018;02:00;53.842;183;2.910,25;0;41.636,5
06.01.2018;02:15;-;171;2.896,75;0;-
06.01.2018;02:30;-;177,75;2.851,75;0;-
06.01.2018;02:45;-;177,75;2.837,25;0;-
06.01.2018;03:00;52.896;187;2.802,5;0;41.040,5
06.01.2018;03:15;-;189;2.777,75;0;-
06.01.2018;03:30;-;193;2.759;0;-
06.01.2018;03:45;-;201;2.746,25;0;-
06.01.2018;04:00;52.202;200,5;2.710,25;0;40.809,5
06.01.2018;04:15;-;193,75;2.678;0;-
06.01.2018;04:30;-;184,5;2.641,5;0;-
06.01.2018;04:45;-;174,75;2.609,25;0;-
06.01.2018;05:00;51.717;165,25;2.581;0;41.027,75
06.01.2018;05:15;-;157,75;2.540;0;-
06.01.2018;05:30;-;153,5;2.493,75;0;-
06.01.2018;05:45;-;148,75;2.449,25;0;-
06.01.2018;06:00;51.456;147,75;2.402,75;0;41.546
06.01.2018;06:15;-;147,75;2.354,75;0;-
06.01.2018;06:30;-;151,25;2.300,25;0;-
06.01.2018;06:45;-;155,25;2.250,25;0;-
06.01.2018;07:00;53.724;161,25;2.197,75;0;44.533,5
06.01.2018;07:15;-;172,75;2.150;0;-
06.01.2018;07:30;-;180,25;2.096,75;0;-
06.01.2018;07:45;-;187,5;2.044,25;0;-
06.01.2018;08:00;56.292;196,25;1.997,25;3,25;47.601
06.01.2018;08:15;-;205,25;1.941,25;17,25;-
06.01.2018;08:30;-;213,25;1.883;61;-
06.01.2018;08:45;-;222,75;1.821,25;129,25;-
06.01.2018;09:00;58.803;231,75;1.761;218,5;49.632,75
06.01.2018;09:15;-;239;1.691,75;326,75;-
06.01.2018;09:30;-;245,5;1.620,25;451,25;-
06.01.2018;09:45;-;252,5;1.550,75;581,25;-
06.01.2018;10:00;61.889;269,25;1.463,5;709,5;51.830,5
06.01.2018;10:15;-;266;1.392,75;835,25;-
06.01.2018;10:30;-;262,75;1.322,75;956;-
06.01.2018;10:45;-;258,75;1.255;1.067;-
06.01.2018;11:00;64.590;255,25;1.193;1.165;54.071,25
06.01.2018;11:15;-;248,75;1.140,5;1.247;-
06.01.2018;11:30;-;243,25;1.089,25;1.309;-
06.01.2018;11:45;-;237,75;1.038;1.352;-
06.01.2018;12:00;65.082;232;995,25;1.378,75;54.957,75
06.01.2018;12:15;-;229,5;958,75;1.379,5;-
06.01.2018;12:30;-;226,5;922,25;1.360,25;-
06.01.2018;12:45;-;223;888,75;1.329,75;-
06.01.2018;13:00;62.414;220,25;855,5;1.286;53.510,75
06.01.2018;13:15;-;219,5;835,75;1.225;-
06.01.2018;13:30;-;218,5;814;1.151,75;-
06.01.2018;13:45;-;217,25;794;1.065,75;-
06.01.2018;14:00;57.634;217,5;773,25;972,5;50.561,75
06.01.2018;14:15;-;219,5;750;868;-
06.01.2018;14:30;-;221,25;729,75;754;-
06.01.2018;14:45;-;222,25;712;632,25;-
06.01.2018;15:00;55.624;225,75;700,5;508,5;50.529,25
06.01.2018;15:15;-;228,25;707,75;387;-
06.01.2018;15:30;-;231;713,75;275;-
06.01.2018;15:45;-;233,25;720,5;163,5;-
06.01.2018;16:00;56.675;236;737,25;73,75;52.390
06.01.2018;16:15;-;243,75;775,5;26;-
06.01.2018;16:30;-;252,25;815;7,25;-
06.01.2018;16:45;-;258,5;858,5;1,25;-
06.01.2018;17:00;59.694;266,5;907;0;54.567
06.01.2018;17:15;-;274,25;972;0;-
06.01.2018;17:30;-;282,25;1.036,25;0;-
06.01.2018;17:45;-;291,5;1.097,25;0;-
06.01.2018;18:00;61.667;301;1.160;0;55.363
06.01.2018;18:15;-;311,25;1.225,25;0;-
06.01.2018;18:30;-;320,5;1.293,75;0;-
06.01.2018;18:45;-;330;1.362,25;0;-
06.01.2018;19:00;62.590;340,75;1.426;0;55.145,25
06.01.2018;19:15;-;356,5;1.474,25;0;-
06.01.2018;19:30;-;372,5;1.520,75;0;-
06.01.2018;19:45;-;387,25;1.566,75;0;-
06.01.2018;20:00;58.135;399,75;1.605,75;0;49.795,75
06.01.2018;20:15;-;407,75;1.650;0;-
06.01.2018;20:30;-;415,5;1.695,25;0;-
06.01.2018;20:45;-;424,5;1.740,75;0;-
06.01.2018;21:00;55.339;432,75;1.783;0;46.191
06.01.2018;21:15;-;442,25;1.820,25;0;-
06.01.2018;21:30;-;452,25;1.858,25;0;-
06.01.2018;21:45;-;462,25;1.897;0;-
06.01.2018;22:00;54.317;472,5;1.934;0;44.418,5
06.01.2018;22:15;-;482,25;1.969,5;0;-
06.01.2018;22:30;-;491;2.006;0;-
06.01.2018;22:45;-;501,25;2.042;0;-
06.01.2018;23:00;54.280;508,5;2.078,75;0;43.680,25
06.01.2018;23:15;-;512,5;2.115;0;-
06.01.2018;23:30;-;516,25;2.154;0;-
06.01.2018;23:45;-;519,25;2.195,5;0;-
07.01.2018;00:00;55.285;733,25;2.375,75;0;42.630,5
07.01.2018;00:15;-;724,25;2.423,5;0;-
07.01.2018;00:30;-;710;2.472;0;-
07.01.2018;00:45;-;692;2.523,75;0;-
07.01.2018;01:00;53.950;678,5;2.442,25;0;41.065,75
07.01.2018;01:15;-;685,75;2.529,5;0;-
07.01.2018;01:30;-;674,5;2.571;0;-
07.01.2018;01:45;-;662,75;2.640;0;-
07.01.2018;02:00;53.226;652,25;2.702,75;0;39.413,25
07.01.2018;02:15;-;651,5;2.757,75;0;-
07.01.2018;02:30;-;639,25;2.858,5;0;-
07.01.2018;02:45;-;630,5;2.920,25;0;-
07.01.2018;03:00;51.835;619;2.960;0;37.443
07.01.2018;03:15;-;619,5;2.981,25;0;-
07.01.2018;03:30;-;606,5;3.004,25;0;-
07.01.2018;03:45;-;590,25;3.011,25;0;-
07.01.2018;04:00;50.636;572,75;3.037;0;36.203
07.01.2018;04:15;-;553,5;3.057;0;-
07.01.2018;04:30;-;535;3.072,5;0;-
07.01.2018;04:45;-;515,75;3.089,5;0;-
07.01.2018;05:00;51.705;497,5;3.109,25;0;37.310
07.01.2018;05:15;-;477,75;3.122,75;0;-
07.01.2018;05:30;-;458;3.140,75;0;-
07.01.2018;05:45;-;438,75;3.150,25;0;-
07.01.2018;06:00;52.064;421,25;3.165;0;37.693,25
07.01.2018;06:15;-;404,5;3.185,75;0;-
07.01.2018;06:30;-;388,75;3.207,5;0;-
07.01.2018;06:45;-;373,75;3.224,25;0;-
07.01.2018;07:00;54.353;358,75;3.247,5;0;39.915
07.01.2018;07:15;-;347,75;3.259,25;0;-
07.01.2018;07:30;-;337,5;3.272;0;-
07.01.2018;07:45;-;326,5;3.288,75;0;-
07.01.2018;08:00;58.501;317;3.303,5;3,25;43.800,75
07.01.2018;08:15;-;309,5;3.322,75;14,25;-
07.01.2018;08:30;-;302,25;3.344;42,25;-
07.01.2018;08:45;-;295;3.359;87,5;-
07.01.2018;09:00;61.784;286,75;3.379,75;157,75;45.873,5
07.01.2018;09:15;-;280;3.385,25;252;-
07.01.2018;09:30;-;272,75;3.392;359,5;-
07.01.2018;09:45;-;266,5;3.405,25;473;-
07.01.2018;10:00;65.391;218;3.432,75;587;47.882
07.01.2018;10:15;-;212;3.422,5;698,5;-
07.01.2018;10:30;-;205,5;3.414,75;806,75;-
07.01.2018;10:45;-;197,5;3.409,75;904;-
07.01.2018;11:00;68.199;192;3.405,25;991,5;49.459
07.01.2018;11:15;-;187;3.406,5;1.066,25;-
07.01.2018;11:30;-;181,75;3.413;1.127,5;-
07.01.2018;11:45;-;176,25;3.419,25;1.173,75;-
07.01.2018;12:00;69.179;171;3.419,75;1.207;50.044,75
07.01.2018;12:15;-;166,5;3.413,25;1.218,25;-
07.01.2018;12:30;-;162;3.405;1.215,25;-
07.01.2018;12:45;-;157,75;3.396,25;1.202,25;-
07.01.2018;13:00;67.987;153,25;3.396,5;1.175,5;49.324,75
07.01.2018;13:15;-;150,75;3.411,5;1.132,75;-
07.01.2018;13:30;-;148,25;3.426,5;1.075,25;-
07.01.2018;13:45;-;145,25;3.441,75;1.005;-
07.01.2018;14:00;65.347;142,75;3.452,5;922,5;47.868
07.01.2018;14:15;-;142;3.453,75;829,25;-
07.01.2018;14:30;-;140;3.456,25;725,75;-
07.01.2018;14:45;-;138,75;3.461;614,5;-
07.01.2018;15:00;62.721;137;3.476,25;493;46.849,75
07.01.2018;15:15;-;135,75;3.503,75;370,75;-
07.01.2018;15:30;-;135,25;3.527,25;256,25;-
07.01.2018;15:45;-;134,5;3.551;150,5;-
07.01.2018;16:00;62.149;134,5;3.580,25;67,75;46.958,75
07.01.2018;16:15;-;134,25;3.616;28;-
07.01.2018;16:30;-;135,5;3.653,75;9,25;-
07.01.2018;16:45;-;136;3.693;2;-
07.01.2018;17:00;65.497;137;3.728,75;0;49.839,5
07.01.2018;17:15;-;138,75;3.760,25;0;-
07.01.2018;17:30;-;140,25;3.790,5;0;-
07.01.2018;17:45;-;142;3.820;0;-
07.01.2018;18:00;67.668;143,5;3.849,75;0;51.505,5
07.01.2018;18:15;-;145,75;3.878,5;0;-
07.01.2018;18:30;-;148,75;3.907,75;0;-
07.01.2018;18:45;-;151;3.937,5;0;-
07.01.2018;19:00;68.511;152,5;3.965,25;0;51.947,5
07.01.2018;19:15;-;155,75;3.978,25;0;-
07.01.2018;19:30;-;160,25;3.989;0;-
07.01.2018;19:45;-;163,75;3.998,75;0;-
07.01.2018;20:00;65.803;167,75;4.002,25;0;49.112,75
07.01.2018;20:15;-;172,5;3.998,75;0;-
07.01.2018;20:30;-;177,5;3.996,5;0;-
07.01.2018;20:45;-;181,5;3.993,5;0;-
07.01.2018;21:00;64.546;186,75;3.985,25;0;47.895,5
07.01.2018;21:15;-;192,25;3.973,5;0;-
07.01.2018;21:30;-;196,5;3.962,75;0;-
07.01.2018;21:45;-;200,75;3.952,75;0;-
07.01.2018;22:00;64.453;205,25;3.945,25;0;47.860,5
07.01.2018;22:15;-;210;3.939,5;0;-
07.01.2018;22:30;-;214,25;3.933,25;0;-
07.01.2018;22:45;-;219,25;3.925,75;0;-
07.01.2018;23:00;64.454;223,25;3.919,5;0;47.888,75
07.01.2018;23:15;-;226,25;3.915,25;0;-
07.01.2018;23:30;-;231;3.909;0;-
07.01.2018;23:45;-;235,25;3.905,75;0;-
08.01.2018;00:00;61.859;363,5;3.922,75;0;44.660
08.01.2018;00:15;-;365,25;3.930;0;-
08.01.2018;00:30;-;367;3.937,25;0;-
08.01.2018;00:45;-;369,75;3.943,5;0;-
08.01.2018;01:00;60.425;369,75;3.981,25;0;42.982,25
08.01.2018;01:15;-;366;3.984,25;0;-
08.01.2018;01:30;-;371,75;3.987,5;0;-
08.01.2018;01:45;-;378,75;4.003,5;0;-
08.01.2018;02:00;59.778;385,5;4.039;0;42.020,5
08.01.2018;02:15;-;399;4.026;0;-
08.01.2018;02:30;-;403,25;4.033,75;0;-
08.01.2018;02:45;-;410,5;4.060,5;0;-
08.01.2018;03:00;58.140;417;4.073,5;0;40.160,25
08.01.2018;03:15;-;428,25;4.055,25;0;-
08.01.2018;03:30;-;430,75;4.064;0;-
08.01.2018;03:45;-;434,25;4.076,75;0;-
08.01.2018;04:00;59.778;435;4.079,5;0;41.656,5
08.01.2018;04:15;-;439;4.083,5;0;-
08.01.2018;04:30;-;444,5;4.091;0;-
08.01.2018;04:45;-;450,5;4.098,5;0;-
08.01.2018;05:00;63.868;454,75;4.110,25;0;45.439,5
08.01.2018;05:15;-;464;4.133,5;0;-
08.01.2018;05:30;-;471,75;4.153;0;-
08.01.2018;05:45;-;479,25;4.162;0;-
08.01.2018;06:00;69.932;488,5;4.170,5;0;51.215,75
08.01.2018;06:15;-;497;4.172,5;0;-
08.01.2018;06:30;-;507,5;4.178,5;0;-
08.01.2018;06:45;-;518,25;4.183,5;0;-
08.01.2018;07:00;76.274;529,75;4.192,5;0;57.315
08.01.2018;07:15;-;540,5;4.186;0;-
08.01.2018;07:30;-;551;4.195,25;0;-
08.01.2018;07:45;-;561,75;4.202,25;0;-
08.01.2018;08:00;80.270;572,75;4.222,75;3,25;60.717,75
08.01.2018;08:15;-;581,5;4.229,75;18,5;-
08.01.2018;08:30;-;588,75;4.244;67,25;-
08.01.2018;08:45;-;595,75;4.270,25;157,75;-
08.01.2018;09:00;83.222;602,75;4.274,5;288,5;61.403
08.01.2018;09:15;-;608,25;4.293,25;450,5;-
08.01.2018;09:30;-;618,75;4.304,75;628,25;-
08.01.2018;09:45;-;628;4.311,75;809,75;-
08.01.2018;10:00;85.107;575;4.378,25;987,5;60.291,25
08.01.2018;10:15;-;583,75;4.374,25;1.167,25;-
08.01.2018;10:30;-;592,5;4.371,5;1.336,25;-
08.01.2018;10:45;-;601,75;4.365,5;1.482,25;-
08.01.2018;11:00;87.354;610;4.346,5;1.611,25;60.576,25
08.01.2018;11:15;-;618,5;4.325,75;1.721;-
08.01.2018;11:30;-;628;4.306;1.811,25;-
08.01.2018;11:45;-;635,5;4.283;1.881;-
08.01.2018;12:00;87.660;643,5;4.262,25;1.934,25;60.121,25
08.01.2018;12:15;-;650,5;4.273,5;1.957;-
08.01.2018;12:30;-;658,5;4.286,25;1.955,75;-
08.01.2018;12:45;-;666,75;4.309,5;1.941;-
08.01.2018;13:00;86.601;675;4.342,75;1.904,25;58.997,5
08.01.2018;13:15;-;683,25;4.396;1.843,75;-
08.01.2018;13:30;-;691,75;4.447,5;1.758,25;-
08.01.2018;13:45;-;700;4.513;1.648;-
08.01.2018;14:00;84.070;709,75;4.586,75;1.519,75;57.044
08.01.2018;14:15;-;719,25;4.694,25;1.370,5;-
08.01.2018;14:30;-;729;4.805;1.206,25;-
08.01.2018;14:45;-;740;4.914,25;1.031,25;-
08.01.2018;15:00;82.202;750;5.032,75;842,75;56.046,25
08.01.2018;15:15;-;760,5;5.157,5;645,5;-
08.01.2018;15:30;-;771;5.284,5;456;-
08.01.2018;15:45;-;781,25;5.404;270;-
08.01.2018;16:00;82.010;791,25;5.526;121,5;55.828,75
08.01.2018;16:15;-;801;5.636,75;44;-
08.01.2018;16:30;-;810,25;5.751;13,5;-
08.01.2018;16:45;-;819,25;5.863,5;3,25;-
08.01.2018;17:00;84.927;828;5.966,5;0;57.283,25
08.01.2018;17:15;-;835;6.038,25;0;-
08.01.2018;17:30;-;842;6.110,25;0;-
08.01.2018;17:45;-;848;6.175,75;0;-
08.01.2018;18:00;84.615;854,5;6.244,25;0;55.905
08.01.2018;18:15;-;859,5;6.292;0;-
08.01.2018;18:30;-;864,25;6.341,5;0;-
08.01.2018;18:45;-;869,25;6.384,75;0;-
08.01.2018;19:00;84.791;872,75;6.424,75;0;55.453,5
08.01.2018;19:15;-;875,5;6.446,25;0;-
08.01.2018;19:30;-;878;6.467,5;0;-
08.01.2018;19:45;-;880,25;6.492,5;0;-
08.01.2018;20:00;82.843;882;6.507,25;0;53.219,5
08.01.2018;20:15;-;884,25;6.516,75;0;-
08.01.2018;20:30;-;885,75;6.528;0;-
08.01.2018;20:45;-;888;6.531,5;0;-
08.01.2018;21:00;80.601;889,5;6.534,25;0;50.881,75
08.01.2018;21:15;-;890,5;6.538;0;-
08.01.2018;21:30;-;892,75;6.539,75;0;-
08.01.2018;21:45;-;894,5;6.540;0;-
08.01.2018;22:00;78.241;895,5;6.541,25;0;48.454
08.01.2018;22:15;-;897,25;6.546;0;-
08.01.2018;22:30;-;898,5;6.551,5;0;-
08.01.2018;22:45;-;899,5;6.557,5;0;-
08.01.2018;23:00;71.396;902,25;6.559,75;0;41.541,5
08.01.2018;23:15;-;902,75;6.560;0;-
08.01.2018;23:30;-;904,75;6.559,75;0;-
08.01.2018;23:45;-;905,75;6.559,5;0;-
09.01.2018;00:00;72.092;923,75;6.481,75;0;42.521,25
09.01.2018;00:15;-;912,25;6.478;0;-
09.01.2018;00:30;-;916,75;6.471,75;0;-
09.01.2018;00:45;-;920,25;6.466,25;0;-
09.01.2018;01:00;69.705;773,75;6.569,25;0;40.283,25
09.01.2018;01:15;-;790,5;6.576;0;-
09.01.2018;01:30;-;795,5;6.571;0;-
09.01.2018;01:45;-;798,75;6.547;0;-
09.01.2018;02:00;68.649;805,25;6.534,75;0;39.233
09.01.2018;02:15;-;796,25;6.548,25;0;-
09.01.2018;02:30;-;801,5;6.557,75;0;-
09.01.2018;02:45;-;807,5;6.564,75;0;-
09.01.2018;03:00;67.241;814,5;6.568;0;37.551,5
09.01.2018;03:15;-;804,75;6.608,25;0;-
09.01.2018;03:30;-;810,25;6.646,25;0;-
09.01.2018;03:45;-;815,5;6.622;0;-
09.01.2018;04:00;68.255;821,25;6.614,25;0;38.657,25
09.01.2018;04:15;-;829,25;6.578,25;0;-
09.01.2018;04:30;-;835,5;6.552,5;0;-
09.01.2018;04:45;-;842,25;6.524,5;0;-
09.01.2018;05:00;71.010;849,5;6.490;0;41.787,75
09.01.2018;05:15;-;856;6.452,75;0;-
09.01.2018;05:30;-;862,5;6.433,25;0;-
09.01.2018;05:45;-;870,5;6.407,75;0;-
09.01.2018;06:00;77.245;876,5;6.385;0;48.383
09.01.2018;06:15;-;881;6.346,25;0;-
09.01.2018;06:30;-;887,25;6.314;0;-
09.01.2018;06:45;-;892,5;6.279,5;0;-
09.01.2018;07:00;80.767;898,75;6.228,5;0;52.458
09.01.2018;07:15;-;903;6.190,75;0;-
09.01.2018;07:30;-;905,75;6.154,25;0;-
09.01.2018;07:45;-;909;6.119;0;-
09.01.2018;08:00;81.917;911,5;6.085,5;3,5;53.989,5
09.01.2018;08:15;-;912,25;6.039,25;18,75;-
09.01.2018;08:30;-;913,25;5.989,5;63,75;-
09.01.2018;08:45;-;914,25;5.937,5;138,5;-
09.01.2018;09:00;82.911;914,25;5.887,75;239,5;54.370
09.01.2018;09:15;-;914,5;5.823,25;361;-
09.01.2018;09:30;-;915;5.751;503,5;-
09.01.2018;09:45;-;916;5.670,75;644,5;-
09.01.2018;10:00;84.188;957,25;5.617,5;781,5;54.439,75
09.01.2018;10:15;-;956;5.542,75;917;-
09.01.2018;10:30;-;955,5;5.467,75;1.045,75;-
09.01.2018;10:45;-;954;5.390;1.163,25;-
09.01.2018;11:00;84.875;952,5;5.305;1.270,75;54.978,25
09.01.2018;11:15;-;951,25;5.197,5;1.358,75;-
09.01.2018;11:30;-;949,25;5.089,75;1.423,25;-
09.01.2018;11:45;-;947;4.985,5;1.466,25;-
09.01.2018;12:00;84.337;944;4.880,5;1.494,25;55.728
09.01.2018;12:15;-;940,25;4.786;1.492,75;-
09.01.2018;12:30;-;936,25;4.691,75;1.471,75;-
09.01.2018;12:45;-;932;4.597,5;1.442;-
09.01.2018;13:00;82.598;927;4.509,5;1.399,25;56.099,75
09.01.2018;13:15;-;920,25;4.438,75;1.344,25;-
09.01.2018;13:30;-;913;4.368,5;1.277;-
09.01.2018;13:45;-;906,5;4.302;1.192,25;-
09.01.2018;14:00;79.908;899,5;4.239,75;1.097;55.943
09.01.2018;14:15;-;892,75;4.196,5;989,75;-
09.01.2018;14:30;-;886,25;4.153,75;871;-
09.01.2018;14:45;-;880;4.114,25;744,5;-
09.01.2018;15:00;77.412;874;4.080,75;611;56.166
09.01.2018;15:15;-;869;4.049,75;474,25;-
09.01.2018;15:30;-;863,5;4.019;337;-
09.01.2018;15:45;-;859;3.995,5;213,25;-
09.01.2018;16:00;76.898;853,5;3.977,5;106;57.471,5
09.01.2018;16:15;-;849;3.970,5;40,25;-
09.01.2018;16:30;-;845,5;3.965,75;13,25;-
09.01.2018;16:45;-;840,75;3.961,25;3,25;-
09.01.2018;17:00;77.460;836,75;3.950,5;0;58.457,25
09.01.2018;17:15;-;832,75;3.932,25;0;-
09.01.2018;17:30;-;829;3.910,5;0;-
09.01.2018;17:45;-;825;3.886;0;-
09.01.2018;18:00;77.087;818,5;3.863,75;0;58.587,25
09.01.2018;18:15;-;810,25;3.834;0;-
09.01.2018;18:30;-;800,75;3.807;0;-
09.01.2018;18:45;-;791,25;3.774,25;0;-
09.01.2018;19:00;75.961;780;3.742,5;0;58.200,75
09.01.2018;19:15;-;764;3.705,75;0;-
09.01.2018;19:30;-;748,5;3.665,75;0;-
09.01.2018;19:45;-;731,75;3.622;0;-
09.01.2018;20:00;72.715;715,5;3.573,25;0;56.008,75
09.01.2018;20:15;-;698,25;3.516,25;0;-
09.01.2018;20:30;-;680,75;3.459;0;-
09.01.2018;20:45;-;662,75;3.400,5;0;-
09.01.2018;21:00;68.337;644,25;3.343,25;0;52.875,25
09.01.2018;21:15;-;624;3.283,25;0;-
09.01.2018;21:30;-;604,75;3.219,75;0;-
09.01.2018;21:45;-;584,25;3.158,25;0;-
09.01.2018;22:00;65.253;563,5;3.108,25;0;51.007
09.01.2018;22:15;-;544,75;3.053,25;0;-
09.01.2018;22:30;-;525,25;2.999,5;0;-
09.01.2018;22:45;-;505,5;2.946;0;-
09.01.2018;23:00;61.797;487,75;2.893,5;0;48.632
09.01.2018;23:15;-;472,25;2.848,5;0;-
09.01.2018;23:30;-;457;2.803,75;0;-
09.01.2018;23:45;-;440,75;2.761,5;0;-
10.01.2018;00:00;54.243;417;2.661,75;0;42.328,75
10.01.2018;00:15;-;388,5;2.616,25;0;-
10.01.2018;00:30;-;376,75;2.571;0;-
10.01.2018;00:45;-;357;2.526;0;-
10.01.2018;01:00;52.495;342,25;2.460;0;41.583,75
10.01.2018;01:15;-;336,5;2.414,75;0;-
10.01.2018;01:30;-;335,5;2.382;0;-
10.01.2018;01:45;-;327,5;2.312,75;0;-
10.01.2018;02:00;51.978;334,75;2.268,25;0;41.882,75
10.01.2018;02:15;-;334,5;2.207;0;-
10.01.2018;02:30;-;334,75;2.160,5;0;-
10.01.2018;02:45;-;337,25;2.118,25;0;-
