Datum;Uhrzeit;Gesamt[MWh];Wind Offshore[MWh];Wind Onshore[MWh];Photovoltaik[MWh];Sonstige[MWh]
10.01.2018;03:00;51.740;323,75;2.072,25;0;42.334
10.01.2018;03:15;-;323;2.040;0;-
10.01.2018;03:30;-;322;2.016,5;0;-
10.01.2018;03:45;-;317,5;1.991;0;-
10.01.2018;04:00;51.830;314,75;1.963;0;42.829,25
10.01.2018;04:15;-;314,25;1.944,75;0;-
10.01.2018;04:30;-;313,75;1.927;0;-
10.01.2018;04:45;-;313;1.910,25;0;-
10.01.2018;05:00;54.439;312;1.893,5;0;45.645,75
10.01.2018;05:15;-;309,25;1.891,5;0;-
10.01.2018;05:30;-;307,5;1.886;0;-
10.01.2018;05:45;-;305,25;1.888,25;0;-
10.01.2018;06:00;60.207;304,5;1.882,25;0;51.461,25
10.01.2018;06:15;-;307;1.879,25;0;-
10.01.2018;06:30;-;309,25;1.874,5;0;-
10.01.2018;06:45;-;312,5;1.876,5;0;-
10.01.2018;07:00;68.931;314,75;1.874;0;60.134
10.01.2018;07:15;-;314,25;1.884,25;0;-
10.01.2018;07:30;-;313,5;1.889;0;-
10.01.2018;07:45;-;314,5;1.892,75;0;-
10.01.2018;08:00;71.644;313,75;1.896;5,75;62.516
10.01.2018;08:15;-;308;1.893,25;31;-
10.01.2018;08:30;-;302,75;1.887,5;100;-
10.01.2018;08:45;-;298;1.882,25;209,75;-
10.01.2018;09:00;74.249;293,25;1.875,75;345,5;63.333,5
10.01.2018;09:15;-;286,5;1.868,5;501,25;-
10.01.2018;09:30;-;281,75;1.844,75;670,25;-
10.01.2018;09:45;-;276,5;1.828;843,5;-
10.01.2018;10:00;76.690;230,5;1.878;1.008,5;63.658,25
10.01.2018;10:15;-;228,25;1.821,5;1.166,75;-
10.01.2018;10:30;-;224,75;1.767;1.317,25;-
10.01.2018;10:45;-;222;1.712,75;1.454,5;-
10.01.2018;11:00;79.078;220,5;1.659,25;1.574,75;65.091,75
10.01.2018;11:15;-;218,25;1.605,5;1.673,75;-
10.01.2018;11:30;-;217;1.551,25;1.750,5;-
10.01.2018;11:45;-;215,5;1.496,5;1.803,5;-
10.01.2018;12:00;79.227;214,5;1.440;1.838,5;65.644,5
10.01.2018;12:15;-;214;1.384,5;1.841;-
10.01.2018;12:30;-;214,75;1.327,25;1.824,25;-
10.01.2018;12:45;-;213,75;1.271,5;1.798,5;-
10.01.2018;13:00;77.300;214,25;1.224;1.753,75;65.183,25
10.01.2018;13:15;-;216;1.192,5;1.687,5;-
10.01.2018;13:30;-;218;1.160;1.602,25;-
10.01.2018;13:45;-;218,75;1.127,5;1.502,25;-
10.01.2018;14:00;73.824;223,25;1.097;1.384,75;63.929,25
10.01.2018;14:15;-;229,25;1.080,25;1.249,75;-
10.01.2018;14:30;-;235,5;1.063,5;1.100;-
10.01.2018;14:45;-;241,75;1.050,25;939,5;-
10.01.2018;15:00;69.979;249,5;1.046;768,75;62.611,5
10.01.2018;15:15;-;255,75;1.057,75;597,5;-
10.01.2018;15:30;-;262,75;1.068,5;437;-
10.01.2018;15:45;-;269;1.079,75;275,25;-
10.01.2018;16:00;69.604;275,5;1.091,75;136,25;63.706,25
10.01.2018;16:15;-;282,25;1.121;48,75;-
10.01.2018;16:30;-;288,5;1.151,5;20;-
10.01.2018;16:45;-;295,25;1.182;5;-
10.01.2018;17:00;72.331;300,75;1.216,5;0;66.008,75
10.01.2018;17:15;-;305,25;1.254,25;0;-
10.01.2018;17:30;-;310,25;1.291,5;0;-
10.01.2018;17:45;-;315,5;1.328,25;0;-
10.01.2018;18:00;73.131;318,75;1.363;0;66.223,25
10.01.2018;18:15;-;319,25;1.392,25;0;-
10.01.2018;18:30;-;320;1.422;0;-
10.01.2018;18:45;-;321,25;1.451,25;0;-
10.01.2018;19:00;71.649;320,75;1.477,25;0;64.483,75
10.01.2018;19:15;-;314,5;1.479,25;0;-
10.01.2018;19:30;-;308,75;1.480,5;0;-
10.01.2018;19:45;-;303,5;1.480,75;0;-
10.01.2018;20:00;67.825;297;1.472,25;0;60.913,75
10.01.2018;20:15;-;289,25;1.453;0;-
10.01.2018;20:30;-;281,25;1.433;0;-
10.01.2018;20:45;-;272,25;1.413,25;0;-
10.01.2018;21:00;63.688;265;1.387,25;0;57.317,25
10.01.2018;21:15;-;256;1.356,75;0;-
10.01.2018;21:30;-;247,75;1.325;0;-
10.01.2018;21:45;-;239;1.294;0;-
10.01.2018;22:00;61.450;231,25;1.259,5;0;55.832,75
10.01.2018;22:15;-;222,25;1.212;0;-
10.01.2018;22:30;-;213,75;1.162;0;-
10.01.2018;22:45;-;205;1.111,5;0;-
10.01.2018;23:00;58.526;195,25;1.063,5;0;53.835,5
10.01.2018;23:15;-;186;1.015,75;0;-
10.01.2018;23:30;-;176,75;967;0;-
10.01.2018;23:45;-;168;918,25;0;-
11.01.2018;00:00;56.023;170,5;640;0;53.061,5
11.01.2018;00:15;-;154,5;605,75;0;-
11.01.2018;00:30;-;147,5;570;0;-
11.01.2018;00:45;-;138,75;534,5;0;-
11.01.2018;01:00;52.815;132,75;434;0;50.643
11.01.2018;01:15;-;129,5;419,5;0;-
11.01.2018;01:30;-;127,25;408,5;0;-
11.01.2018;01:45;-;124,75;395,75;0;-
11.01.2018;02:00;50.907;125;378,75;0;49.054
11.01.2018;02:15;-;114,5;360,75;0;-
11.01.2018;02:30;-;115,25;334,25;0;-
11.01.2018;02:45;-;111;313,5;0;-
11.01.2018;03:00;49.850;112,75;294;0;48.342,25
11.01.2018;03:15;-;113,25;271;0;-
11.01.2018;03:30;-;114,75;249,25;0;-
11.01.2018;03:45;-;120,25;232,5;0;-
11.01.2018;04:00;50.801;118,75;225;0;49.434,25
11.01.2018;04:15;-;116,5;226;0;-
11.01.2018;04:30;-;114,5;226,25;0;-
11.01.2018;04:45;-;111,75;228;0;-
11.01.2018;05:00;54.124;109,25;226,75;0;52.807,5
11.01.2018;05:15;-;106;224;0;-
11.01.2018;05:30;-;103,5;223,25;0;-
11.01.2018;05:45;-;99,75;224;0;-
11.01.2018;06:00;61.657;97;225,5;0;60.388,75
11.01.2018;06:15;-;94,75;224,25;0;-
11.01.2018;06:30;-;91,5;223,5;0;-
11.01.2018;06:45;-;89,25;222,5;0;-
11.01.2018;07:00;67.116;87;219,75;0;65.957
11.01.2018;07:15;-;84,5;210,75;0;-
11.01.2018;07:30;-;81,5;202,5;0;-
11.01.2018;07:45;-;78,5;194,5;0;-
11.01.2018;08:00;72.061;76;186;3;70.958,5
11.01.2018;08:15;-;72,75;179;11,5;-
11.01.2018;08:30;-;70;169,75;37,5;-
11.01.2018;08:45;-;65,25;161,25;70,5;-
11.01.2018;09:00;72.170;61,75;153,5;115,75;70.492
11.01.2018;09:15;-;58,5;146,5;177,5;-
11.01.2018;09:30;-;55;142;249,5;-
11.01.2018;09:45;-;52;135,5;330,5;-
11.01.2018;10:00;72.541;42;147,25;416;69.643
11.01.2018;10:15;-;40,25;144,75;501,25;-
11.01.2018;10:30;-;39,25;141,25;587,75;-
11.01.2018;10:45;-;37,75;137,5;663;-
11.01.2018;11:00;73.328;37,25;137;730,5;69.392
11.01.2018;11:15;-;37,25;138,75;788,75;-
11.01.2018;11:30;-;35,5;142,25;837,25;-
11.01.2018;11:45;-;35;144,5;872;-
11.01.2018;12:00;73.063;35;148,75;897,75;68.690,75
11.01.2018;12:15;-;35;155,75;902,5;-
11.01.2018;12:30;-;35,25;164;900;-
11.01.2018;12:45;-;36;172,25;890;-
11.01.2018;13:00;71.539;37,5;181,5;869,5;67.333
11.01.2018;13:15;-;39,5;194,5;835;-
11.01.2018;13:30;-;40,75;209;793,5;-
11.01.2018;13:45;-;42,75;221,25;741,25;-
11.01.2018;14:00;70.149;45;234;681,5;66.626,5
11.01.2018;14:15;-;49,25;247,25;614,5;-
11.01.2018;14:30;-;54;261;542,5;-
11.01.2018;14:45;-;58,25;275;460,25;-
11.01.2018;15:00;68.979;62,75;291,25;370,5;66.428,5
11.01.2018;15:15;-;67,25;308,5;285;-
11.01.2018;15:30;-;71,75;325,5;211,25;-
11.01.2018;15:45;-;77,25;341,5;138;-
11.01.2018;16:00;70.740;81,75;356;75,75;68.763
11.01.2018;16:15;-;86,75;366,75;34,75;-
11.01.2018;16:30;-;90,75;379,75;14,25;-
11.01.2018;16:45;-;94,75;392,5;3,25;-
11.01.2018;17:00;72.355;98,75;404,5;0;70.258,75
11.01.2018;17:15;-;102;415;0;-
11.01.2018;17:30;-;104,75;426,25;0;-
11.01.2018;17:45;-;108;437;0;-
11.01.2018;18:00;72.968;110,5;446,25;0;70.691,75
11.01.2018;18:15;-;112,75;452;0;-
11.01.2018;18:30;-;115;458,25;0;-
11.01.2018;18:45;-;117,5;464;0;-
11.01.2018;19:00;71.794;120;468;0;69.438,25
11.01.2018;19:15;-;120,5;468;0;-
11.01.2018;19:30;-;120,5;469;0;-
11.01.2018;19:45;-;121,25;468,5;0;-
11.01.2018;20:00;67.858;120,5;470,75;0;65.485
11.01.2018;20:15;-;121;471,5;0;-
11.01.2018;20:30;-;120,25;473,75;0;-
11.01.2018;20:45;-;119,25;476;0;-
11.01.2018;21:00;65.426;119,5;474,75;0;63.071
11.01.2018;21:15;-;121,5;469,25;0;-
11.01.2018;21:30;-;123;463,75;0;-
11.01.2018;21:45;-;125;458,25;0;-
11.01.2018;22:00;62.872;125,75;459;0;60.490,5
11.01.2018;22:15;-;129,75;462,25;0;-
11.01.2018;22:30;-;134,25;464,75;0;-
11.01.2018;22:45;-;138,5;467,25;0;-
11.01.2018;23:00;59.667;143,75;467,5;0;57.191,25
11.01.2018;23:15;-;149;467,25;0;-
11.01.2018;23:30;-;153,5;467,75;0;-
11.01.2018;23:45;-;159,25;467,75;0;-
12.01.2018;00:00;53.871;165;401,25;0;51.556,75
12.01.2018;00:15;-;171,5;402,5;0;-
12.01.2018;00:30;-;178,5;403,75;0;-
12.01.2018;00:45;-;186,75;405;0;-
12.01.2018;01:00;52.176;203,25;473,75;0;49.503,5
12.01.2018;01:15;-;199;468,5;0;-
12.01.2018;01:30;-;201,75;467,25;0;-
12.01.2018;01:45;-;205,5;453,5;0;-
12.01.2018;02:00;51.046;200,75;460,5;0;48.295
12.01.2018;02:15;-;198;474,5;0;-
12.01.2018;02:30;-;204,75;495;0;-
12.01.2018;02:45;-;215,5;502;0;-
12.01.2018;03:00;51.002;226,25;521;0;47.959,5
12.01.2018;03:15;-;239,25;521;0;-
12.01.2018;03:30;-;242,25;521,25;0;-
12.01.2018;03:45;-;242;529,5;0;-
12.01.2018;04:00;51.936;247;534,75;0;48.720,5
12.01.2018;04:15;-;255;541,25;0;-
12.01.2018;04:30;-;263,5;548;0;-
12.01.2018;04:45;-;272;554;0;-
12.01.2018;05:00;56.691;280,5;561,25;0;53.198
12.01.2018;05:15;-;289,25;572,25;0;-
12.01.2018;05:30;-;297,75;585,5;0;-
12.01.2018;05:45;-;306,75;599,75;0;-
12.01.2018;06:00;62.867;316,25;615;0;58.999,5
12.01.2018;06:15;-;326;630,75;0;-
12.01.2018;06:30;-;336;642,75;0;-
12.01.2018;06:45;-;345,5;655,25;0;-
12.01.2018;07:00;69.438;355;666,5;0;65.266,25
12.01.2018;07:15;-;361;674,25;0;-
12.01.2018;07:30;-;366,25;683,75;0;-
12.01.2018;07:45;-;372,25;692,75;0;-
12.01.2018;08:00;73.456;377,25;701,5;2,75;68.958
12.01.2018;08:15;-;382,25;708,25;11,5;-
12.01.2018;08:30;-;385,75;715,5;35,5;-
12.01.2018;08:45;-;389,5;723,75;64,5;-
12.01.2018;09:00;73.521;391;729,75;100,5;68.334
12.01.2018;09:15;-;391,75;728,25;145;-
12.01.2018;09:30;-;392,75;728;200;-
12.01.2018;09:45;-;393,75;726,5;259,75;-
12.01.2018;10:00;74.313;389,5;750,75;320,5;68.144,75
12.01.2018;10:15;-;390,5;741,75;383;-
12.01.2018;10:30;-;391,25;733,5;446,5;-
12.01.2018;10:45;-;391,75;726,25;503;-
12.01.2018;11:00;75.346;390,75;720,75;554;68.489,75
12.01.2018;11:15;-;391,75;714,75;596,25;-
12.01.2018;11:30;-;392;708,75;632;-
12.01.2018;11:45;-;393,25;701,5;660,5;-
12.01.2018;12:00;74.835;394;700,25;678,25;67.704
12.01.2018;12:15;-;396,5;705;681,5;-
12.01.2018;12:30;-;398,5;710;679,25;-
12.01.2018;12:45;-;400;716,5;671,25;-
12.01.2018;13:00;73.332;402,5;726;656;66.202
12.01.2018;13:15;-;408,25;750,25;628,25;-
12.01.2018;13:30;-;414;773,75;596,5;-
12.01.2018;13:45;-;420;796;558,5;-
12.01.2018;14:00;71.817;426;819,75;515;64.907
12.01.2018;14:15;-;433,5;844,75;461,25;-
12.01.2018;14:30;-;441,25;870,75;405,5;-
12.01.2018;14:45;-;447,75;898,5;346;-
12.01.2018;15:00;71.052;455,25;928,75;282,75;64.470,25
12.01.2018;15:15;-;462,5;964,75;223;-
12.01.2018;15:30;-;470,25;1.000,25;167;-
12.01.2018;15:45;-;476;1.037,5;113,75;-
12.01.2018;16:00;71.200;483;1.072,75;67,75;64.575,5
12.01.2018;16:15;-;490;1.112;35;-
12.01.2018;16:30;-;497,75;1.151,5;14,25;-
12.01.2018;16:45;-;505,25;1.191,75;3,5;-
12.01.2018;17:00;74.158;514;1.227,5;0;66.947,5
12.01.2018;17:15;-;522;1.260,25;0;-
12.01.2018;17:30;-;529,75;1.293,25;0;-
12.01.2018;17:45;-;536,75;1.327;0;-
12.01.2018;18:00;73.719;544,5;1.355,5;0;65.953,25
12.01.2018;18:15;-;549,5;1.377,5;0;-
12.01.2018;18:30;-;553,75;1.401,5;0;-
12.01.2018;18:45;-;558;1.425,5;0;-
12.01.2018;19:00;73.250;561,25;1.448,75;0;65.165,75
12.01.2018;19:15;-;562,25;1.455,5;0;-
12.01.2018;19:30;-;563,25;1.461,5;0;-
12.01.2018;19:45;-;564,75;1.467;0;-
12.01.2018;20:00;69.021;565,25;1.469,25;0;60.895,75
12.01.2018;20:15;-;564;1.468,25;0;-
12.01.2018;20:30;-;562,25;1.467,75;0;-
12.01.2018;20:45;-;561,25;1.467,25;0;-
12.01.2018;21:00;64.617;558,5;1.469;0;56.519
12.01.2018;21:15;-;556,5;1.469;0;-
12.01.2018;21:30;-;554;1.469,5;0;-
12.01.2018;21:45;-;551,5;1.470;0;-
12.01.2018;22:00;61.737;548,25;1.472;0;53.650,25
12.01.2018;22:15;-;545;1.476,5;0;-
12.01.2018;22:30;-;541,75;1.480,5;0;-
12.01.2018;22:45;-;537,75;1.485;0;-
12.01.2018;23:00;58.637;534;1.489,5;0;50.510
12.01.2018;23:15;-;532,5;1.496,5;0;-
12.01.2018;23:30;-;530,5;1.503,5;0;-
12.01.2018;23:45;-;528,25;1.512,25;0;-
13.01.2018;00:00;55.238;607;1.455,25;0;46.984,25
13.01.2018;00:15;-;600,5;1.461;0;-
13.01.2018;00:30;-;595;1.467,5;0;-
13.01.2018;00:45;-;593;1.474,5;0;-
13.01.2018;01:00;53.733;590,75;1.345,25;0;45.815,25
13.01.2018;01:15;-;598,75;1.365,25;0;-
13.01.2018;01:30;-;601,5;1.386,75;0;-
13.01.2018;01:45;-;593,75;1.435,75;0;-
13.01.2018;02:00;53.716;606;1.471,75;0;45.230,25
13.01.2018;02:15;-;629,25;1.488,25;0;-
13.01.2018;02:30;-;620,75;1.519,5;0;-
13.01.2018;02:45;-;610,25;1.540;0;-
13.01.2018;03:00;53.621;604,75;1.570,5;0;44.801
13.01.2018;03:15;-;591,5;1.609,5;0;-
13.01.2018;03:30;-;585,75;1.630,75;0;-
13.01.2018;03:45;-;583;1.644,25;0;-
13.01.2018;04:00;54.331;580,5;1.677,5;0;45.049,5
13.01.2018;04:15;-;580,75;1.717,25;0;-
13.01.2018;04:30;-;580,75;1.760;0;-
13.01.2018;04:45;-;581;1.803,75;0;-
13.01.2018;05:00;55.155;581,25;1.845;0;45.141,5
13.01.2018;05:15;-;582;1.896,5;0;-
13.01.2018;05:30;-;582;1.946,75;0;-
13.01.2018;05:45;-;582,5;1.997,5;0;-
13.01.2018;06:00;56.626;583,25;2.046,5;0;45.832,75
13.01.2018;06:15;-;586,75;2.087;0;-
13.01.2018;06:30;-;590,25;2.130,5;0;-
13.01.2018;06:45;-;593,75;2.175,25;0;-
13.01.2018;07:00;59.398;598,75;2.217,75;0;47.910,75
13.01.2018;07:15;-;604,5;2.250,25;0;-
13.01.2018;07:30;-;613,25;2.274,75;0;-
13.01.2018;07:45;-;619,75;2.308,25;0;-
13.01.2018;08:00;61.880;628,25;2.336,5;4,25;49.644,25
13.01.2018;08:15;-;634,25;2.359,5;19,25;-
13.01.2018;08:30;-;639,25;2.386,75;55,5;-
13.01.2018;08:45;-;643,75;2.420,25;108,25;-
13.01.2018;09:00;66.195;648,5;2.443,75;178,25;52.359,75
13.01.2018;09:15;-;651;2.468,25;271,25;-
13.01.2018;09:30;-;654,5;2.487;377,75;-
13.01.2018;09:45;-;657,25;2.504,25;493,5;-
13.01.2018;10:00;69.458;579,5;2.623,5;613,5;53.521,75
13.01.2018;10:15;-;577,25;2.619;733,75;-
13.01.2018;10:30;-;574,25;2.616;852,75;-
13.01.2018;10:45;-;572,25;2.613;961,5;-
13.01.2018;11:00;71.924;570;2.606;1.061,75;54.604
13.01.2018;11:15;-;568,75;2.592,75;1.148,75;-
13.01.2018;11:30;-;566,5;2.581,25;1.221;-
13.01.2018;11:45;-;565,25;2.568;1.270;-
13.01.2018;12:00;72.171;563,5;2.552;1.303,75;54.615,75
13.01.2018;12:15;-;560,75;2.538,25;1.308,5;-
13.01.2018;12:30;-;557,75;2.524,25;1.300,25;-
13.01.2018;12:45;-;554,75;2.509,25;1.282,25;-
13.01.2018;13:00;70.495;553,75;2.495,5;1.250,25;53.496,25
13.01.2018;13:15;-;555,5;2.519,25;1.200,25;-
13.01.2018;13:30;-;557,5;2.542,25;1.141;-
13.01.2018;13:45;-;558,5;2.557,25;1.067,75;-
13.01.2018;14:00;67.806;562,75;2.571,5;985,5;51.793,25
13.01.2018;14:15;-;567,75;2.588,5;891,25;-
13.01.2018;14:30;-;573,5;2.605,25;789,5;-
13.01.2018;14:45;-;579,25;2.622;676;-
13.01.2018;15:00;65.601;586,5;2.642;552,5;50.992,75
13.01.2018;15:15;-;593,75;2.663,25;430,5;-
13.01.2018;15:30;-;601,5;2.691,75;310,75;-
13.01.2018;15:45;-;609;2.719,5;207,25;-
13.01.2018;16:00;65.241;616,5;2.755,25;115,25;51.065,5
13.01.2018;16:15;-;626,75;2.826,25;53,5;-
13.01.2018;16:30;-;637,25;2.897,75;21,75;-
13.01.2018;16:45;-;645,75;2.973,75;5,75;-
13.01.2018;17:00;68.937;656,25;3.050,75;0;53.534,25
13.01.2018;17:15;-;665,5;3.137,75;0;-
13.01.2018;17:30;-;674,75;3.224;0;-
13.01.2018;17:45;-;684,25;3.309,5;0;-
13.01.2018;18:00;70.615;691,75;3.387;0;53.930
13.01.2018;18:15;-;699,75;3.440,75;0;-
13.01.2018;18:30;-;706,75;3.495,5;0;-
13.01.2018;18:45;-;714,25;3.549,25;0;-
13.01.2018;19:00;70.525;720;3.600,5;0;53.157,75
13.01.2018;19:15;-;722,5;3.612;0;-
13.01.2018;19:30;-;725,5;3.623,5;0;-
13.01.2018;19:45;-;727,75;3.635,5;0;-
13.01.2018;20:00;68.112;729;3.638;0;50.745,75
13.01.2018;20:15;-;727,5;3.622,5;0;-
13.01.2018;20:30;-;727,25;3.605,75;0;-
13.01.2018;20:45;-;725,75;3.590,5;0;-
13.01.2018;21:00;64.560;724,25;3.570,5;0;47.522,25
13.01.2018;21:15;-;723;3.548,25;0;-
13.01.2018;21:30;-;720,75;3.527;0;-
13.01.2018;21:45;-;718,75;3.505,25;0;-
13.01.2018;22:00;64.279;716,5;3.483,75;0;47.650
13.01.2018;22:15;-;711,75;3.460;0;-
13.01.2018;22:30;-;707;3.436;0;-
13.01.2018;22:45;-;702,25;3.411,75;0;-
13.01.2018;23:00;62.476;696;3.387,5;0;46.319,75
13.01.2018;23:15;-;691,5;3.362,5;0;-
13.01.2018;23:30;-;686;3.338;0;-
13.01.2018;23:45;-;681,25;3.313,5;0;-
14.01.2018;00:00;61.400;782,5;3.274,75;0;45.260,75
14.01.2018;00:15;-;803,75;3.252;0;-
14.01.2018;00:30;-;803,25;3.231;0;-
14.01.2018;00:45;-;785;3.207;0;-
14.01.2018;01:00;58.816;773,25;3.199,5;0;42.986,25
14.01.2018;01:15;-;781;3.182;0;-
14.01.2018;01:30;-;773;3.172;0;-
14.01.2018;01:45;-;761,5;3.187,5;0;-
14.01.2018;02:00;58.558;768,25;3.211,25;0;42.639,75
14.01.2018;02:15;-;789;3.183;0;-
14.01.2018;02:30;-;786,5;3.186,75;0;-
14.01.2018;02:45;-;784,5;3.209;0;-
14.01.2018;03:00;57.642;781;3.248,75;0;41.595,75
14.01.2018;03:15;-;811,25;3.216,5;0;-
14.01.2018;03:30;-;804,75;3.208,75;0;-
14.01.2018;03:45;-;794,25;3.181;0;-
14.01.2018;04:00;57.636;784,75;3.176,75;0;41.811,25
14.01.2018;04:15;-;781,75;3.173,25;0;-
14.01.2018;04:30;-;779,75;3.174,75;0;-
14.01.2018;04:45;-;776,75;3.177;0;-
14.01.2018;05:00;57.547;775,75;3.177,25;0;41.722
14.01.2018;05:15;-;776,75;3.177,25;0;-
14.01.2018;05:30;-;778;3.179,25;0;-
14.01.2018;05:45;-;780,5;3.180,25;0;-
14.01.2018;06:00;57.347;783,25;3.183,5;0;41.455,75
14.01.2018;06:15;-;785,75;3.181,25;0;-
14.01.2018;06:30;-;789,5;3.185;0;-
14.01.2018;06:45;-;792,25;3.190,75;0;-
14.01.2018;07:00;57.990;796,5;3.191,5;0;42.119
14.01.2018;07:15;-;799,5;3.178,25;0;-
14.01.2018;07:30;-;802;3.157,25;0;-
14.01.2018;07:45;-;805,25;3.140,5;0,25;-
14.01.2018;08:00;60.667;809,25;3.118,5;5,25;44.782,75
14.01.2018;08:15;-;814,75;3.092,75;27,25;-
14.01.2018;08:30;-;820,25;3.058,5;82,5;-
14.01.2018;08:45;-;823,75;3.033,5;198;-
14.01.2018;09:00;64.239;827,75;3.001,75;345,75;46.670,5
14.01.2018;09:15;-;829;2.967,25;512,75;-
14.01.2018;09:30;-;831,25;2.926,75;701,25;-
14.01.2018;09:45;-;831,5;2.884,5;909;-
14.01.2018;10:00;68.295;716,25;3.019,5;1.112,5;48.078,25
14.01.2018;10:15;-;712,75;2.970,25;1.311,25;-
14.01.2018;10:30;-;710;2.920;1.499;-
14.01.2018;10:45;-;706,25;2.870,75;1.668,25;-
14.01.2018;11:00;71.605;701,5;2.812,25;1.821,5;50.028,5
14.01.2018;11:15;-;692;2.746,5;1.953,5;-
14.01.2018;11:30;-;683,5;2.680,25;2.062,75;-
14.01.2018;11:45;-;674,25;2.614,25;2.134,25;-
14.01.2018;12:00;72.063;666;2.549,5;2.185,25;50.853,5
14.01.2018;12:15;-;656,75;2.492,5;2.199,75;-
14.01.2018;12:30;-;649,25;2.435,25;2.190,75;-
14.01.2018;12:45;-;640,25;2.378,5;2.165,75;-
14.01.2018;13:00;69.331;632,25;2.324,25;2.115,75;49.614,5
14.01.2018;13:15;-;629,25;2.317;2.045;-
14.01.2018;13:30;-;625,75;2.309;1.953;-
14.01.2018;13:45;-;622,75;2.299,5;1.843;-
14.01.2018;14:00;65.414;619,75;2.295,25;1.709,25;47.824,5
14.01.2018;14:15;-;620,75;2.301,5;1.556;-
14.01.2018;14:30;-;622,25;2.308;1.394,5;-
14.01.2018;14:45;-;623;2.316,25;1.223;-
14.01.2018;15:00;62.319;625,5;2.336,75;1.036,25;47.272
14.01.2018;15:15;-;629,5;2.376,75;842;-
14.01.2018;15:30;-;633,25;2.416;633;-
14.01.2018;15:45;-;637;2.456,5;424,5;-
14.01.2018;16:00;62.154;641,75;2.506,75;215,25;48.549,75
14.01.2018;16:15;-;653,25;2.606,25;85,75;-
14.01.2018;16:30;-;662,75;2.707,25;33;-
14.01.2018;16:45;-;674;2.809;9,25;-
14.01.2018;17:00;66.532;685,5;2.917,75;0,25;51.405
14.01.2018;17:15;-;701,5;3.021,75;0;-
14.01.2018;17:30;-;715,5;3.126,25;0;-
14.01.2018;17:45;-;728,5;3.230;0;-
14.01.2018;18:00;68.302;743,5;3.322,5;0;51.511,25
14.01.2018;18:15;-;756,25;3.396,25;0;-
14.01.2018;18:30;-;768,75;3.472,75;0;-
14.01.2018;18:45;-;782,25;3.548,5;0;-
14.01.2018;19:00;68.482;793,5;3.616;0;50.756,75
14.01.2018;19:15;-;803,75;3.620,25;0;-
14.01.2018;19:30;-;813,5;3.625,25;0;-
14.01.2018;19:45;-;823;3.630;0;-
14.01.2018;20:00;66.284;832;3.625,75;0;48.521,5
14.01.2018;20:15;-;837;3.609,5;0;-
14.01.2018;20:30;-;841,75;3.593,25;0;-
14.01.2018;20:45;-;847,5;3.575,75;0;-
14.01.2018;21:00;64.398;852;3.557;0;46.893,75
14.01.2018;21:15;-;855;3.532;0;-
14.01.2018;21:30;-;857,5;3.507,75;0;-
14.01.2018;21:45;-;860,25;3.482,75;0;-
14.01.2018;22:00;64.155;861,5;3.461,5;0;46.975,25
14.01.2018;22:15;-;859,25;3.445;0;-
14.01.2018;22:30;-;858;3.427,75;0;-
14.01.2018;22:45;-;855,5;3.411,25;0;-
14.01.2018;23:00;62.685;852,5;3.398,5;0;45.743
14.01.2018;23:15;-;849,75;3.390,25;0;-
14.01.2018;23:30;-;847,75;3.382;0;-
14.01.2018;23:45;-;843,75;3.377,5;0;-
15.01.2018;00:00;61.990;776;3.571,5;0;44.625,25
15.01.2018;00:15;-;757,25;3.570,25;0;-
15.01.2018;00:30;-;768;3.568;0;-
15.01.2018;00:45;-;788,75;3.565;0;-
15.01.2018;01:00;61.735;691;4.055,5;0;42.541,5
15.01.2018;01:15;-;713,75;4.090,25;0;-
15.01.2018;01:30;-;720,5;4.087;0;-
15.01.2018;01:45;-;734;4.101,5;0;-
15.01.2018;02:00;61.850;744,25;4.218;0;41.865,25
15.01.2018;02:15;-;767,25;4.233;0;-
15.01.2018;02:30;-;782;4.242,25;0;-
15.01.2018;02:45;-;787,5;4.210,5;0;-
15.01.2018;03:00;61.814;790,75;4.198,5;0;41.882,25
15.01.2018;03:15;-;826,5;4.153,5;0;-
15.01.2018;03:30;-;830,5;4.128,25;0;-
15.01.2018;03:45;-;836,75;4.167;0;-
15.01.2018;04:00;63.302;841,5;4.174,75;0;43.031,75
15.01.2018;04:15;-;847,75;4.201,25;0;-
15.01.2018;04:30;-;853;4.231;0;-
15.01.2018;04:45;-;858;4.263;0;-
15.01.2018;05:00;65.721;865;4.292,75;0;44.813,25
15.01.2018;05:15;-;868,5;4.329,5;0;-
15.01.2018;05:30;-;872,5;4.376,75;0;-
15.01.2018;05:45;-;875,5;4.427,25;0;-
15.01.2018;06:00;72.421;879,5;4.475;0;50.656,75
15.01.2018;06:15;-;882,75;4.529;0;-
15.01.2018;06:30;-;887,25;4.581,75;0;-
15.01.2018;06:45;-;890,75;4.638,25;0;-
15.01.2018;07:00;78.387;895,25;4.695,5;0;55.648,75
15.01.2018;07:15;-;898,25;4.751,5;0,25;-
15.01.2018;07:30;-;901;4.815,5;0,25;-
15.01.2018;07:45;-;904;4.876,5;0,25;-
15.01.2018;08:00;81.779;906;4.931,5;6,75;57.706
15.01.2018;08:15;-;908,5;4.975,25;39;-
15.01.2018;08:30;-;909,5;5.031,75;119;-
15.01.2018;08:45;-;911,25;5.088,25;246,25;-
15.01.2018;09:00;84.902;912,25;5.147;385,5;57.886,25
15.01.2018;09:15;-;913,25;5.202;531,75;-
