Date de production,Heures,Prévision de production des moyens programmables (MW),"Prévision de production des moyens dits ""fatals"" (MW)"
02/01/2019,07:00,61058,3042
02/01/2019,07:30,62681,3108
02/01/2019,08:00,63305,3316
02/01/2019,08:30,63622,3375
02/01/2019,09:00,64299,3591
02/01/2019,09:30,64907,3636
02/01/2019,10:00,65277,3778
02/01/2019,10:30,65340,3806
02/01/2019,11:00,65208,3729
02/01/2019,11:30,65592,3726
02/01/2019,12:00,65688,3665
02/01/2019,12:30,65130,3691
02/01/2019,13:00,64797,3699
02/01/2019,13:30,64287,3707
02/01/2019,14:00,64117,3616
02/01/2019,14:30,63993,3563
02/01/2019,15:00,64017,3545
02/01/2019,15:30,64063,3523
02/01/2019,16:00,64187,3682
02/01/2019,16:30,65342,3711
02/01/2019,17:00,66008,3909
02/01/2019,17:30,67575,3990
02/01/2019,18:00,67254,4074
02/01/2019,18:30,68150,4155
02/01/2019,19:00,67696,4137
02/01/2019,19:30,66776,4114
02/01/2019,20:00,66756,4039
02/01/2019,20:30,65907,4026
02/01/2019,21:00,65664,3818
02/01/2019,21:30,65279,3755
02/01/2019,22:00,64701,3633
02/01/2019,22:30,65539,3630
02/01/2019,23:00,64143,3387
02/01/2019,23:30,64102,3351
03/01/2019,00:00,61151,3251
03/01/2019,00:30,60204,3044
03/01/2019,01:00,58387,2977
03/01/2019,01:30,57963,2986
03/01/2019,02:00,57795,2943
03/01/2019,02:30,57650,2903
03/01/2019,03:00,57373,2708
03/01/2019,03:30,57229,2662
03/01/2019,04:00,57146,2637
03/01/2019,04:30,57245,2622
03/01/2019,05:00,57645,2608
03/01/2019,05:30,58320,2613
03/01/2019,06:00,61456,2839
03/01/2019,06:30,62325,3037
03/01/2019,07:00,63552,3196
03/01/2019,07:30,64670,3261
03/01/2019,08:00,65034,3527
03/01/2019,08:30,65089,3604
03/01/2019,09:00,65270,3686
03/01/2019,09:30,65456,3724
03/01/2019,10:00,65836,3738
03/01/2019,10:30,65647,3757
03/01/2019,11:00,65807,3707
03/01/2019,11:30,65748,3709
03/01/2019,12:00,65804,3684
03/01/2019,12:30,65538,3681
03/01/2019,13:00,65560,3674
03/01/2019,13:30,65277,3641
03/01/2019,14:00,65261,3785
03/01/2019,14:30,64953,3781
03/01/2019,15:00,65092,3778
03/01/2019,15:30,65260,3638
03/01/2019,16:00,65572,3630
03/01/2019,16:30,66355,3661
03/01/2019,17:00,66533,3934
03/01/2019,17:30,67516,4061
03/01/2019,18:00,67204,4160
03/01/2019,18:30,68197,4214
03/01/2019,19:00,67950,4228
03/01/2019,19:30,67275,4160
03/01/2019,20:00,66939,4050
03/01/2019,20:30,65451,3997
03/01/2019,21:00,65205,3922
03/01/2019,21:30,64836,3722
03/01/2019,22:00,64590,3680
03/01/2019,22:30,65153,3646
03/01/2019,23:00,63928,3552
03/01/2019,23:30,64062,3536
04/01/2019,00:00,63098,3240
04/01/2019,00:30,62017,3018
04/01/2019,01:00,60948,2838
04/01/2019,01:30,60854,2785
04/01/2019,02:00,60647,2762
04/01/2019,02:30,60280,2740
04/01/2019,03:00,59351,2717
04/01/2019,03:30,58958,2697
04/01/2019,04:00,58400,2699
04/01/2019,04:30,58728,2694
04/01/2019,05:00,59528,2690
04/01/2019,05:30,60548,2713
04/01/2019,06:00,63485,2773
04/01/2019,06:30,63936,2966
04/01/2019,07:00,64751,3141
04/01/2019,07:30,65964,3234
04/01/2019,08:00,66657,3361
04/01/2019,08:30,66860,3377
04/01/2019,09:00,67378,3596
04/01/2019,09:30,67470,3876
04/01/2019,10:00,67400,3899
04/01/2019,10:30,67432,3766
04/01/2019,11:00,67172,3735
04/01/2019,11:30,67287,3907
04/01/2019,12:00,67339,3858
04/01/2019,12:30,66858,3842
04/01/2019,13:00,67025,3697
04/01/2019,13:30,66698,3465
04/01/2019,14:00,66605,3437
04/01/2019,14:30,65934,3417
04/01/2019,15:00,66058,3417
04/01/2019,15:30,66152,3405
04/01/2019,16:00,66193,3538
04/01/2019,16:30,66599,3583
04/01/2019,17:00,67015,3586
04/01/2019,17:30,68404,3787
04/01/2019,18:00,68333,3885
04/01/2019,18:30,69459,3938
04/01/2019,19:00,69022,3779
04/01/2019,19:30,68285,3746
04/01/2019,20:00,68053,3644
04/01/2019,20:30,67373,3461
04/01/2019,21:00,67334,3416
04/01/2019,21:30,66258,3398
04/01/2019,22:00,65666,3360
04/01/2019,22:30,66595,3349
04/01/2019,23:00,65875,3299
04/01/2019,23:30,65277,3262
05/01/2019,00:00,63625,3036
05/01/2019,00:30,62645,2944
05/01/2019,01:00,62561,2673
05/01/2019,01:30,62085,2673
05/01/2019,02:00,60452,2624
05/01/2019,02:30,60334,2434
05/01/2019,03:00,59281,2409
05/01/2019,03:30,58628,2389
05/01/2019,04:00,58480,2384
05/01/2019,04:30,58461,2383
05/01/2019,05:00,58297,2399
05/01/2019,05:30,58514,2406
05/01/2019,06:00,58418,2523
05/01/2019,06:30,58459,2525
05/01/2019,07:00,59463,2780
05/01/2019,07:30,60207,2800
05/01/2019,08:00,61097,2856
05/01/2019,08:30,61488,3060
05/01/2019,09:00,62023,3117
05/01/2019,09:30,62369,3201
05/01/2019,10:00,63588,3396
05/01/2019,10:30,63761,3427
05/01/2019,11:00,63863,3417
05/01/2019,11:30,63978,3422
05/01/2019,12:00,63672,3362
05/01/2019,12:30,63972,3363
05/01/2019,13:00,63981,3156
05/01/2019,13:30,63372,2915
05/01/2019,14:00,63310,2846
05/01/2019,14:30,62770,2821
05/01/2019,15:00,62703,2794
05/01/2019,15:30,62554,2783
05/01/2019,16:00,62639,2765
05/01/2019,16:30,62727,2745
05/01/2019,17:00,63045,2847
05/01/2019,17:30,63917,2966
05/01/2019,18:00,64228,3401
05/01/2019,18:30,65414,3421
05/01/2019,19:00,65180,3404
05/01/2019,19:30,64833,3399
05/01/2019,20:00,64775,3382
05/01/2019,20:30,64047,3188
05/01/2019,21:00,63925,2920
05/01/2019,21:30,63403,2894
05/01/2019,22:00,63073,2866
05/01/2019,22:30,63989,2867
05/01/2019,23:00,63247,2859
05/01/2019,23:30,63114,2874
06/01/2019,00:00,62544,2669
06/01/2019,00:30,60930,2624
06/01/2019,01:00,59599,2574
06/01/2019,01:30,59638,2530
06/01/2019,02:00,58135,2513
06/01/2019,02:30,57149,2338
06/01/2019,03:00,55776,2337
06/01/2019,03:30,55557,2284
06/01/2019,04:00,56239,2259
06/01/2019,04:30,56265,2246
06/01/2019,05:00,55859,2226
06/01/2019,05:30,56062,2225
06/01/2019,06:00,56551,2242
06/01/2019,06:30,56613,2240
06/01/2019,07:00,56706,2263
06/01/2019,07:30,56789,2265
06/01/2019,08:00,57351,2298
06/01/2019,08:30,57378,2483
06/01/2019,09:00,59080,2546
06/01/2019,09:30,60080,2551
06/01/2019,10:00,61466,2699
06/01/2019,10:30,61807,2735
06/01/2019,11:00,62194,2757
06/01/2019,11:30,62539,2948
06/01/2019,12:00,63400,2933
06/01/2019,12:30,63756,2936
06/01/2019,13:00,62821,2944
06/01/2019,13:30,61897,2772
06/01/2019,14:00,61674,2702
06/01/2019,14:30,61114,2676
06/01/2019,15:00,60937,2646
06/01/2019,15:30,60802,2631
06/01/2019,16:00,62168,2605
06/01/2019,16:30,62442,2601
06/01/2019,17:00,63414,2703
06/01/2019,17:30,64227,2891
06/01/2019,18:00,64333,3086
06/01/2019,18:30,65672,3260
06/01/2019,19:00,65526,3289
06/01/2019,19:30,64954,3290
06/01/2019,20:00,65012,3264
06/01/2019,20:30,64586,3214
06/01/2019,21:00,63625,3110
06/01/2019,21:30,63039,2919
06/01/2019,22:00,63993,2841
06/01/2019,22:30,65138,2869
06/01/2019,23:00,64249,2768
06/01/2019,23:30,64451,2729
07/01/2019,00:00,63496,2391
07/01/2019,00:30,62298,2260
07/01/2019,01:00,60657,2248
07/01/2019,01:30,60820,2264
07/01/2019,02:00,59846,2259
07/01/2019,02:30,59304,2239
07/01/2019,03:00,58904,2237
07/01/2019,03:30,58380,2232
07/01/2019,04:00,58305,2231
07/01/2019,04:30,58475,2224
07/01/2019,05:00,59252,2253
07/01/2019,05:30,60011,2274
07/01/2019,06:00,63087,2475
07/01/2019,06:30,64585,2629
07/01/2019,07:00,65741,2875
07/01/2019,07:30,66405,3016
07/01/2019,08:00,67338,3134
07/01/2019,08:30,67305,3155
07/01/2019,09:00,68015,3369
07/01/2019,09:30,67906,3391
07/01/2019,10:00,68462,3432
07/01/2019,10:30,68390,3450
07/01/2019,11:00,68427,3425
07/01/2019,11:30,68164,3421
07/01/2019,12:00,67752,3364
07/01/2019,12:30,67401,3239
07/01/2019,13:00,66832,3239
07/01/2019,13:30,66310,3230
07/01/2019,14:00,66550,3202
07/01/2019,14:30,66132,3109
07/01/2019,15:00,66222,3098
07/01/2019,15:30,65942,3079
07/01/2019,16:00,65955,3064
07/01/2019,16:30,66424,3068
07/01/2019,17:00,67202,3126
07/01/2019,17:30,68160,3236
07/01/2019,18:00,68847,3331
07/01/2019,18:30,69859,3516
07/01/2019,19:00,69687,3523
07/01/2019,19:30,68483,3480
07/01/2019,20:00,67836,3423
07/01/2019,20:30,66561,3354
07/01/2019,21:00,66143,3065
07/01/2019,21:30,65575,3031
07/01/2019,22:00,65519,2969
07/01/2019,22:30,66106,2947
07/01/2019,23:00,64965,2750
07/01/2019,23:30,65096,2757
08/01/2019,00:00,62354,2854
08/01/2019,00:30,60144,2638
08/01/2019,01:00,57033,2538
08/01/2019,01:30,56963,2538
08/01/2019,02:00,56081,2526
08/01/2019,02:30,55015,2529
08/01/2019,03:00,52693,2513
08/01/2019,03:30,52622,2512
08/01/2019,04:00,52569,2531
08/01/2019,04:30,52670,2521
08/01/2019,05:00,53929,2666
08/01/2019,05:30,54588,2693
08/01/2019,06:00,58882,2913
08/01/2019,06:30,61085,3120
08/01/2019,07:00,64697,3339
08/01/2019,07:30,66318,3399
08/01/2019,08:00,66977,3743
08/01/2019,08:30,66732,3783
08/01/2019,09:00,66975,3849
08/01/2019,09:30,66932,3868
08/01/2019,10:00,66666,3879
08/01/2019,10:30,66376,3740
08/01/2019,11:00,66881,3714
08/01/2019,11:30,66962,3728
08/01/2019,12:00,66593,3725
08/01/2019,12:30,66301,3703
08/01/2019,13:00,66292,3684
08/01/2019,13:30,65814,3504
08/01/2019,14:00,65808,3482
08/01/2019,14:30,65733,3471
08/01/2019,15:00,65815,3467
08/01/2019,15:30,65731,3458
08/01/2019,16:00,65948,3452
08/01/2019,16:30,65964,3455
08/01/2019,17:00,66041,3514
08/01/2019,17:30,66845,3572
08/01/2019,18:00,67036,3652
08/01/2019,18:30,68214,3827
08/01/2019,19:00,68226,3824
08/01/2019,19:30,67648,3815
08/01/2019,20:00,67659,3753
08/01/2019,20:30,66595,3576
08/01/2019,21:00,65466,3490
08/01/2019,21:30,64925,3412
08/01/2019,22:00,64766,3279
08/01/2019,22:30,65121,3280
08/01/2019,23:00,64419,3171
08/01/2019,23:30,64317,3152
09/01/2019,00:00,62990,2987
09/01/2019,00:30,61373,2948
09/01/2019,01:00,59841,2619
09/01/2019,01:30,59419,2595
09/01/2019,02:00,58946,2567
09/01/2019,02:30,58359,2568
09/01/2019,03:00,56626,2568
09/01/2019,03:30,56788,2527
09/01/2019,04:00,56948,2529
09/01/2019,04:30,56906,2541
09/01/2019,05:00,56634,2585
09/01/2019,05:30,57402,2605
09/01/2019,06:00,60674,2812
09/01/2019,06:30,62370,2896
09/01/2019,07:00,65126,3292
09/01/2019,07:30,66218,3352
09/01/2019,08:00,66375,3448
09/01/2019,08:30,66212,3680
09/01/2019,09:00,66341,3720
09/01/2019,09:30,66419,3730
09/01/2019,10:00,67174,3626
09/01/2019,10:30,67034,3632
09/01/2019,11:00,66690,3598
09/01/2019,11:30,66052,3743
09/01/2019,12:00,66109,3573
09/01/2019,12:30,65855,3529
09/01/2019,13:00,66181,3476
09/01/2019,13:30,65800,3293
09/01/2019,14:00,65317,3290
09/01/2019,14:30,65038,3275
09/01/2019,15:00,65200,3263
09/01/2019,15:30,65168,3242
09/01/2019,16:00,64862,3223
09/01/2019,16:30,65192,3226
09/01/2019,17:00,66341,3409
09/01/2019,17:30,67214,3466
09/01/2019,18:00,67146,3749
09/01/2019,18:30,68283,3778
09/01/2019,19:00,68138,3776
09/01/2019,19:30,67177,3758
09/01/2019,20:00,66990,3689
09/01/2019,20:30,66272,3516
09/01/2019,21:00,65913,3488
09/01/2019,21:30,64785,3462
09/01/2019,22:00,64684,3267
09/01/2019,22:30,65616,3201
09/01/2019,23:00,64898,3009
09/01/2019,23:30,64543,2972
10/01/2019,00:00,63574,2504
10/01/2019,00:30,62696,2476
10/01/2019,01:00,61715,2430
10/01/2019,01:30,61642,2410
10/01/2019,02:00,61167,2404
10/01/2019,02:30,60630,2409
10/01/2019,03:00,60084,2424
10/01/2019,03:30,59785,2426
10/01/2019,04:00,59843,2421
10/01/2019,04:30,60223,2434
10/01/2019,05:00,60399,2430
10/01/2019,05:30,61096,2432
10/01/2019,06:00,63607,2802
10/01/2019,06:30,65398,2853
10/01/2019,07:00,67018,3118
10/01/2019,07:30,68027,3339
10/01/2019,08:00,70362,3643
10/01/2019,08:30,70393,3678
10/01/2019,09:00,70588,3747
10/01/2019,09:30,70485,3779
10/01/2019,10:00,70604,3820
10/01/2019,10:30,70197,3834
10/01/2019,11:00,70254,3824
10/01/2019,11:30,70101,3841
10/01/2019,12:00,69387,3708
10/01/2019,12:30,68831,3566
10/01/2019,13:00,68748,3545
10/01/2019,13:30,68131,3542
10/01/2019,14:00,68297,3558
10/01/2019,14:30,68201,3544
10/01/2019,15:00,68076,3511
10/01/2019,15:30,68002,3505
10/01/2019,16:00,68130,3494
10/01/2019,16:30,68579,3489
10/01/2019,17:00,70355,3738
10/01/2019,17:30,72006,3786
10/01/2019,18:00,71761,3877
10/01/2019,18:30,72488,3915
10/01/2019,19:00,70764,3869
10/01/2019,19:30,69714,3846
10/01/2019,20:00,67589,3581
10/01/2019,20:30,66672,3538
10/01/2019,21:00,66687,3478
10/01/2019,21:30,65913,3447
10/01/2019,22:00,65208,3417
10/01/2019,22:30,65884,3393
10/01/2019,23:00,64919,3318
10/01/2019,23:30,64939,3288
11/01/2019,00:00,64172,3167
11/01/2019,00:30,63483,2916
11/01/2019,01:00,62640,2788
11/01/2019,01:30,62655,2715
11/01/2019,02:00,62068,2695
11/01/2019,02:30,61282,2689
11/01/2019,03:00,60378,2681
11/01/2019,03:30,59746,2662
11/01/2019,04:00,59804,2652
11/01/2019,04:30,59909,2647
11/01/2019,05:00,59972,2640
11/01/2019,05:30,61605,2641
11/01/2019,06:00,62610,2703
11/01/2019,06:30,63470,2875
11/01/2019,07:00,65741,3100
11/01/2019,07:30,66882,3174
11/01/2019,08:00,68688,3571
11/01/2019,08:30,68800,3692
11/01/2019,09:00,68600,3747
11/01/2019,09:30,68137,3752
11/01/2019,10:00,68164,3769
11/01/2019,10:30,67765,3767
11/01/2019,11:00,67506,3745
11/01/2019,11:30,67392,3755
11/01/2019,12:00,66584,3719
11/01/2019,12:30,66141,3697
11/01/2019,13:00,65919,3466
11/01/2019,13:30,65418,3409
11/01/2019,14:00,65583,3358
11/01/2019,14:30,65331,3345
11/01/2019,15:00,65389,3330
11/01/2019,15:30,65352,3311
11/01/2019,16:00,65104,3431
11/01/2019,16:30,65680,3468
11/01/2019,17:00,66027,3533
11/01/2019,17:30,66749,3671
11/01/2019,18:00,68964,3780
11/01/2019,18:30,69605,3810
11/01/2019,19:00,68047,3792
11/01/2019,19:30,67531,3808
11/01/2019,20:00,67210,3603
11/01/2019,20:30,66643,3478
11/01/2019,21:00,66526,3387
11/01/2019,21:30,65483,3353
11/01/2019,22:00,65114,3297
11/01/2019,22:30,65960,3276
11/01/2019,23:00,64662,3253
11/01/2019,23:30,64774,3227
12/01/2019,00:00,63652,2826
12/01/2019,00:30,62192,2780
12/01/2019,01:00,59803,2641
12/01/2019,01:30,59292,2593
12/01/2019,02:00,57812,2445
12/01/2019,02:30,57429,2439
12/01/2019,03:00,56466,2413
12/01/2019,03:30,56518,2372
12/01/2019,04:00,55784,2347
12/01/2019,04:30,55975,2337
12/01/2019,05:00,56085,2338
12/01/2019,05:30,56364,2342
12/01/2019,06:00,56417,2355
12/01/2019,06:30,56499,2366
12/01/2019,07:00,57581,2565
12/01/2019,07:30,58474,2728
12/01/2019,08:00,61289,2914
12/01/2019,08:30,62047,2927
12/01/2019,09:00,62712,3096
12/01/2019,09:30,63180,3122
12/01/2019,10:00,63899,3170
12/01/2019,10:30,63473,3189
12/01/2019,11:00,63682,3171
12/01/2019,11:30,63597,3195
12/01/2019,12:00,63387,3160
12/01/2019,12:30,63101,3173
12/01/2019,13:00,62970,3001
12/01/2019,13:30,62462,2855
12/01/2019,14:00,61590,2749
12/01/2019,14:30,60635,2737
12/01/2019,15:00,58997,2585
12/01/2019,15:30,58550,2561
12/01/2019,16:00,58435,2527
12/01/2019,16:30,58600,2538
12/01/2019,17:00,61091,2788
12/01/2019,17:30,62233,2806
12/01/2019,18:00,62831,3127
12/01/2019,18:30,63411,3303
12/01/2019,19:00,63331,3341
12/01/2019,19:30,62807,3354
12/01/2019,20:00,61392,3267
12/01/2019,20:30,60003,3210
12/01/2019,21:00,58271,3028
12/01/2019,21:30,57699,2855
12/01/2019,22:00,58252,2835
12/01/2019,22:30,59843,2822
12/01/2019,23:00,58833,2754
12/01/2019,23:30,58896,2735
13/01/2019,00:00,58086,2607
13/01/2019,00:30,57065,2577
13/01/2019,01:00,54851,2530
13/01/2019,01:30,54457,2535
13/01/2019,02:00,53879,2502
13/01/2019,02:30,52894,2346
13/01/2019,03:00,51856,2341
13/01/2019,03:30,51084,2338
13/01/2019,04:00,50992,2323
13/01/2019,04:30,50393,2319
13/01/2019,05:00,50383,2317
13/01/2019,05:30,50245,2318
13/01/2019,06:00,49353,2323
13/01/2019,06:30,49326,2325
13/01/2019,07:00,50302,2503
13/01/2019,07:30,50739,2503
13/01/2019,08:00,52027,2514
13/01/2019,08:30,52397,2518
13/01/2019,09:00,54791,2695
13/01/2019,09:30,55301,2711
13/01/2019,10:00,57149,2932
13/01/2019,10:30,57085,2986
13/01/2019,11:00,57823,3125
13/01/2019,11:30,58455,3138
13/01/2019,12:00,58415,3090
13/01/2019,12:30,58054,3113
13/01/2019,13:00,57233,3107
13/01/2019,13:30,56114,2979
13/01/2019,14:00,54604,2823
13/01/2019,14:30,53793,2773
13/01/2019,15:00,52888,2594
13/01/2019,15:30,52658,2589
13/01/2019,16:00,52515,2588
13/01/2019,16:30,52576,2580
13/01/2019,17:00,53862,2921
13/01/2019,17:30,55284,2980
13/01/2019,18:00,58446,3052
13/01/2019,18:30,59482,3254
13/01/2019,19:00,59413,3260
13/01/2019,19:30,58794,3212
13/01/2019,20:00,58340,3204
13/01/2019,20:30,58278,3056
13/01/2019,21:00,57086,2860
13/01/2019,21:30,56369,2806
13/01/2019,22:00,57184,2648
13/01/2019,22:30,58805,2633
13/01/2019,23:00,58098,2625
13/01/2019,23:30,58393,2616
14/01/2019,00:00,54178,3010
14/01/2019,00:30,53668,3002
14/01/2019,01:00,53576,2977
14/01/2019,01:30,52663,2969
14/01/2019,02:00,51552,2961
14/01/2019,02:30,50690,2950
14/01/2019,03:00,50547,2937
14/01/2019,03:30,49663,2939
14/01/2019,04:00,49754,2928
14/01/2019,04:30,49998,2922
14/01/2019,05:00,52249,2927
14/01/2019,05:30,53983,2937
14/01/2019,06:00,56588,3089
14/01/2019,06:30,59858,3134
14/01/2019,07:00,63880,3276
14/01/2019,07:30,65465,3314
14/01/2019,08:00,66021,3487
14/01/2019,08:30,65975,3613
14/01/2019,09:00,66337,3822
14/01/2019,09:30,66310,3868
14/01/2019,10:00,67166,3919
14/01/2019,10:30,67072,3941
14/01/2019,11:00,66867,3907
14/01/2019,11:30,66920,3875
14/01/2019,12:00,66215,3838
14/01/2019,12:30,66158,3839
14/01/2019,13:00,66020,3770
14/01/2019,13:30,65669,3729
14/01/2019,14:00,65499,3714
14/01/2019,14:30,65308,3700
14/01/2019,15:00,65268,3692
14/01/2019,15:30,65264,3677
14/01/2019,16:00,65676,3719
14/01/2019,16:30,65966,3724
14/01/2019,17:00,66312,3877
14/01/2019,17:30,67788,3899
14/01/2019,18:00,68246,3993
14/01/2019,18:30,69903,4049
14/01/2019,19:00,69711,4049
14/01/2019,19:30,68767,4022
14/01/2019,20:00,68667,3908
14/01/2019,20:30,67772,3881
14/01/2019,21:00,66598,3753
14/01/2019,21:30,66069,3713
14/01/2019,22:00,65158,3651
14/01/2019,22:30,65926,3616
14/01/2019,23:00,64769,3580
14/01/2019,23:30,64683,3550
15/01/2019,00:00,61296,3744
15/01/2019,00:30,59879,3734
15/01/2019,01:00,58440,3656
15/01/2019,01:30,57860,3650
15/01/2019,02:00,57278,3631
15/01/2019,02:30,56614,3629
15/01/2019,03:00,55376,3632
15/01/2019,03:30,55137,3638
15/01/2019,04:00,55080,3646
15/01/2019,04:30,55295,3653
15/01/2019,05:00,56421,3658
15/01/2019,05:30,57399,3668
15/01/2019,06:00,59983,3730
15/01/2019,06:30,61099,3782
15/01/2019,07:00,63328,3823
15/01/2019,07:30,64474,3892
15/01/2019,08:00,65618,3923
15/01/2019,08:30,65800,3935
15/01/2019,09:00,66404,4067
15/01/2019,09:30,66420,4069
15/01/2019,10:00,66868,4114
15/01/2019,10:30,66815,4118
15/01/2019,11:00,66682,4066
15/01/2019,11:30,67262,4062
15/01/2019,12:00,67376,3993
15/01/2019,12:30,67069,3969
15/01/2019,13:00,67051,3954
15/01/2019,13:30,66552,3924
15/01/2019,14:00,65804,3888
15/01/2019,14:30,65677,3840
15/01/2019,15:00,65518,3828
15/01/2019,15:30,65551,3806
15/01/2019,16:00,65457,3817
15/01/2019,16:30,66091,3826
15/01/2019,17:00,66797,3979
15/01/2019,17:30,68173,4053
15/01/2019,18:00,68746,4216
15/01/2019,18:30,70063,4264
15/01/2019,19:00,70082,4311
15/01/2019,19:30,69088,4298
15/01/2019,20:00,68698,4231
15/01/2019,20:30,67738,4197
15/01/2019,21:00,66812,4115
15/01/2019,21:30,65573,4062
15/01/2019,22:00,64896,3993
15/01/2019,22:30,66017,3963
15/01/2019,23:00,65498,3890
15/01/2019,23:30,65373,3892
16/01/2019,00:00,61662,3965
16/01/2019,00:30,60174,3900
16/01/2019,01:00,59453,3842
16/01/2019,01:30,59498,3814
16/01/2019,02:00,58943,3801
16/01/2019,02:30,58610,3805
16/01/2019,03:00,57522,3802
16/01/2019,03:30,57922,3807
16/01/2019,04:00,57872,3814
16/01/2019,04:30,57886,3837
16/01/2019,05:00,58554,3842
16/01/2019,05:30,59375,3850
16/01/2019,06:00,61547,3895
16/01/2019,06:30,63072,3902
16/01/2019,07:00,64025,4041
16/01/2019,07:30,64421,4093
16/01/2019,08:00,64528,4132
16/01/2019,08:30,64520,4180
16/01/2019,09:00,64971,4248
16/01/2019,09:30,64916,4285
16/01/2019,10:00,64950,4339
16/01/2019,10:30,64798,4363
16/01/2019,11:00,64824,4355
16/01/2019,11:30,64803,4373
16/01/2019,12:00,65786,4325
16/01/2019,12:30,65390,4314
16/01/2019,13:00,65331,4283
16/01/2019,13:30,64863,4228
16/01/2019,14:00,64389,4192
16/01/2019,14:30,64209,4173
16/01/2019,15:00,64157,4166
16/01/2019,15:30,63903,4155
16/01/2019,16:00,64083,4180
16/01/2019,16:30,64601,4190
16/01/2019,17:00,65433,4324
16/01/2019,17:30,66638,4369
16/01/2019,18:00,66766,4480
16/01/2019,18:30,67979,4540
16/01/2019,19:00,68021,4561
16/01/2019,19:30,66887,4547
16/01/2019,20:00,65676,4506
16/01/2019,20:30,64791,4493
16/01/2019,21:00,63678,4423
16/01/2019,21:30,62197,4367
16/01/2019,22:00,61689,4323
16/01/2019,22:30,62788,4267
16/01/2019,23:00,62923,4151
16/01/2019,23:30,61884,4125
17/01/2019,00:00,61014,3972
17/01/2019,00:30,59897,3933
17/01/2019,01:00,59770,3879
17/01/2019,01:30,59321,3844
17/01/2019,02:00,58336,3797
17/01/2019,02:30,57802,3784
17/01/2019,03:00,55829,3778
17/01/2019,03:30,55702,3784
17/01/2019,04:00,55720,3792
17/01/2019,04:30,55704,3803
17/01/2019,05:00,57290,3822
17/01/2019,05:30,58589,3859
17/01/2019,06:00,60588,3942
17/01/2019,06:30,61935,3970
17/01/2019,07:00,64593,4105
17/01/2019,07:30,65512,4222
17/01/2019,08:00,66161,4258
17/01/2019,08:30,66023,4293
17/01/2019,09:00,66229,4363
17/01/2019,09:30,66217,4384
17/01/2019,10:00,66129,4408
17/01/2019,10:30,66080,4448
17/01/2019,11:00,65796,4464
17/01/2019,11:30,65769,4513
17/01/2019,12:00,65359,4416
17/01/2019,12:30,64796,4320
17/01/2019,13:00,64581,4282
17/01/2019,13:30,64229,4225
17/01/2019,14:00,64139,4121
17/01/2019,14:30,64037,4105
17/01/2019,15:00,63422,4102
17/01/2019,15:30,63127,4088
17/01/2019,16:00,63155,4053
17/01/2019,16:30,63591,4050
17/01/2019,17:00,64275,4178
17/01/2019,17:30,65668,4278
17/01/2019,18:00,65850,4469
17/01/2019,18:30,67282,4518
17/01/2019,19:00,67478,4550
17/01/2019,19:30,66855,4542
17/01/2019,20:00,66974,4481
17/01/2019,20:30,65819,4386
17/01/2019,21:00,64913,4308
17/01/2019,21:30,63961,4257
17/01/2019,22:00,63789,4212
17/01/2019,22:30,64668,4174
17/01/2019,23:00,63291,4113
17/01/2019,23:30,63386,4090
18/01/2019,00:00,62599,3926
